Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Flad1	22.000000	0	0	0	0	0	0	144	164	0	0	0	0	0	0	0
Dnajc1	22.000000	0	0	0	0	0	0	119	88	0	0	0	0	0	101	0
Bag3	22.000000	0	0	0	0	0	0	102	0	115	0	0	0	0	91	0
Yif1a	21.928571	0	102	0	0	0	0	115	90	0	0	0	0	0	0	0
Wdr78	21.928571	0	0	0	0	0	0	199	108	0	0	0	0	0	0	0
Slain2	21.928571	0	0	0	0	0	0	143	76	0	0	0	0	0	88	0
Ndufa10	21.928571	0	0	0	0	0	0	154	153	0	0	0	0	0	0	0
Lcmt2	21.928571	0	103	0	0	0	0	104	0	100	0	0	0	0	0	0
Fopnl	21.928571	0	0	0	0	0	0	135	99	73	0	0	0	0	0	0
Adal	21.928571	0	103	0	0	0	0	104	0	100	0	0	0	0	0	0
Zfp28	21.857143	0	0	0	0	0	0	144	162	0	0	0	0	0	0	0
Tomm70a	21.857143	0	0	0	0	0	0	139	0	167	0	0	0	0	0	0
Rbm27	21.857143	0	0	0	0	0	0	154	0	152	0	0	0	0	0	0
Pik3r5	21.857143	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c10	21.857143	0	0	0	0	0	0	113	0	0	0	0	193	0	0	0
H2bc13	21.857143	0	0	0	0	0	0	113	0	0	0	0	193	0	0	0
H2ac13	21.857143	0	0	0	0	0	0	113	0	0	0	0	193	0	0	0
Fam207a	21.857143	0	216	0	0	0	0	0	0	90	0	0	0	0	0	0
Eif5a2	21.857143	0	0	0	0	0	0	189	0	0	0	0	0	0	117	0
Tmem165	21.785714	0	0	0	0	0	0	175	0	0	0	0	0	0	130	0
Tex14	21.785714	0	0	0	0	0	0	104	0	108	0	0	93	0	0	0
Srek1	21.785714	0	0	0	0	0	0	91	0	0	0	0	82	0	132	0
Ppil2	21.785714	0	0	0	0	0	0	110	111	0	0	0	0	0	84	0
Ankfy1	21.785714	0	0	0	0	0	0	150	0	155	0	0	0	0	0	0
Wsb1	21.714286	0	0	0	0	0	0	95	98	111	0	0	0	0	0	0
Tax1bp3	21.714286	0	0	0	0	0	0	105	110	89	0	0	0	0	0	0
Rbm10	21.714286	0	0	0	0	0	0	126	178	0	0	0	0	0	0	0
Nus1	21.714286	0	0	0	0	0	0	152	152	0	0	0	0	0	0	0
Ndufb11	21.714286	0	0	0	0	0	0	126	178	0	0	0	0	0	0	0
Med18	21.714286	0	0	0	0	0	0	68	129	0	0	0	0	0	107	0
Emc6	21.714286	0	0	0	0	0	0	105	110	89	0	0	0	0	0	0
Spr	21.642857	0	0	0	0	0	0	163	0	140	0	0	0	0	0	0
Snn	21.642857	0	197	0	0	0	0	0	0	0	0	0	106	0	0	0
Mief1	21.642857	0	0	0	0	0	0	158	0	145	0	0	0	0	0	0
Micu2	21.642857	0	191	0	0	0	0	0	0	0	0	0	0	0	112	0
Large1	21.642857	0	0	0	0	0	0	99	126	78	0	0	0	0	0	0
Hspa2	21.642857	0	0	0	0	0	0	105	78	120	0	0	0	0	0	0
Btaf1	21.642857	0	0	0	0	0	0	163	0	140	0	0	0	0	0	0
Zfp940	21.571429	0	0	0	0	0	0	146	156	0	0	0	0	0	0	0
Zfp518a	21.571429	0	0	0	0	0	0	190	0	112	0	0	0	0	0	0
Vps18	21.571429	0	0	0	0	0	0	0	148	154	0	0	0	0	0	0
Tbc1d2	21.571429	0	0	0	0	0	0	108	0	194	0	0	0	0	0	0
Slx4ip	21.571429	0	0	0	0	0	0	146	0	156	0	0	0	0	0	0
Rbfox2	21.571429	0	0	0	0	0	0	128	0	174	0	0	0	0	0	0
Phf21a	21.571429	0	138	164	0	0	0	0	0	0	0	0	0	0	0	0
Patl1	21.571429	0	182	0	0	0	0	0	120	0	0	0	0	0	0	0
Nr1h2	21.571429	0	0	0	0	0	0	0	156	146	0	0	0	0	0	0
Ncapg	21.571429	0	0	0	0	0	0	0	153	149	0	0	0	0	0	0
Mkks	21.571429	0	0	0	0	0	0	146	0	156	0	0	0	0	0	0
Laptm4a	21.571429	0	0	0	0	0	0	172	0	130	0	0	0	0	0	0
Zgpat	21.500000	0	0	0	0	0	0	130	0	171	0	0	0	0	0	0
Tmem131l	21.500000	0	0	0	0	0	0	111	0	190	0	0	0	0	0	0
Sec24c	21.500000	0	0	0	0	0	0	98	127	76	0	0	0	0	0	0
Scyl3	21.500000	0	0	0	0	0	0	213	88	0	0	0	0	0	0	0
Rspry1	21.500000	0	0	0	0	0	0	156	145	0	0	0	0	0	0	0
Ppip5k2	21.500000	0	0	0	0	0	0	92	118	91	0	0	0	0	0	0
Gin1	21.500000	0	0	0	0	0	0	92	118	91	0	0	0	0	0	0
Fam192a	21.500000	0	0	0	0	0	0	156	145	0	0	0	0	0	0	0
Arfrp1	21.500000	0	0	0	0	0	0	130	0	171	0	0	0	0	0	0
Snrpe	21.428571	0	0	0	0	0	0	136	164	0	0	0	0	0	0	0
Smim14	21.428571	0	166	0	0	0	0	134	0	0	0	0	0	0	0	0
Slc49a4	21.428571	0	0	0	0	0	0	0	180	120	0	0	0	0	0	0
Scarb2	21.428571	0	0	0	0	0	0	0	0	164	0	0	0	0	136	0
Ncbp3	21.428571	0	0	0	0	0	0	0	0	0	222	0	0	78	0	0
Mylip	21.428571	0	0	0	0	0	0	98	83	0	0	0	0	0	119	0
Crocc	21.428571	0	0	0	0	0	0	83	125	92	0	0	0	0	0	0
Azin1	21.428571	0	0	0	0	0	0	153	0	147	0	0	0	0	0	0
Slc9a8	21.357143	0	0	0	0	0	0	146	153	0	0	0	0	0	0	0
Slc35a1	21.357143	0	0	0	0	0	0	152	0	147	0	0	0	0	0	0
Cops8	21.357143	0	183	0	0	0	0	0	116	0	0	0	0	0	0	0
Casp8ap2	21.357143	0	0	0	0	0	0	122	177	0	0	0	0	0	0	0
Zbtb17	21.285714	0	186	0	0	0	0	112	0	0	0	0	0	0	0	0
Thap7	21.285714	0	0	0	0	0	0	118	0	180	0	0	0	0	0	0
Rab5if	21.285714	0	0	0	0	0	0	217	0	81	0	0	0	0	0	0
Nme2	21.285714	0	0	0	0	0	0	90	105	103	0	0	0	0	0	0
Hspa12a	21.285714	0	0	0	0	0	0	0	86	0	0	0	212	0	0	0
Fer	21.285714	0	0	0	0	0	0	163	0	135	0	0	0	0	0	0
Eno4	21.285714	0	0	0	0	0	0	0	86	0	0	0	212	0	0	0
Tlcd1	21.214286	0	0	0	0	0	0	0	0	0	0	0	168	0	129	0
Tctn3	21.214286	0	0	0	0	0	0	0	128	169	0	0	0	0	0	0
Sft2d1	21.214286	0	0	0	0	0	0	77	107	113	0	0	0	0	0	0
Nob1	21.214286	0	0	0	0	0	0	89	88	120	0	0	0	0	0	0
Kdm4c	21.214286	0	134	0	0	0	0	0	0	0	0	0	163	0	0	0
Entpd1	21.214286	0	0	0	0	0	0	0	128	169	0	0	0	0	0	0
Eloa	21.214286	0	141	0	0	0	0	0	0	0	0	0	156	0	0	0
Tdp2	21.142857	0	112	0	0	0	0	87	0	97	0	0	0	0	0	0
Elk4	21.142857	0	0	0	0	0	0	114	0	98	0	0	0	0	84	0
Dpy30	21.142857	0	0	0	0	115	0	94	0	0	0	0	0	0	87	0
Cpeb2	21.142857	0	0	0	0	0	0	0	0	111	0	0	123	0	62	0
Bpnt1	21.142857	0	160	0	0	0	0	0	0	0	0	0	136	0	0	0
Acot13	21.142857	0	112	0	0	0	0	87	0	97	0	0	0	0	0	0
Telo2	21.071429	0	124	0	0	0	0	0	0	171	0	0	0	0	0	0
Sh3glb2	21.071429	0	0	0	0	0	0	101	0	101	0	0	93	0	0	0
Ralgapb	21.071429	0	137	0	0	158	0	0	0	0	0	0	0	0	0	0
Pag1	21.071429	0	117	0	0	0	0	0	0	0	0	0	178	0	0	0
Lmbrd1	21.071429	0	0	0	0	0	0	135	85	0	0	0	0	0	75	0
Cstf3	21.071429	0	0	0	0	0	0	143	0	152	0	0	0	0	0	0
Ahcyl1	21.071429	0	0	0	0	0	0	135	160	0	0	0	0	0	0	0
Park7	21.000000	0	162	0	0	0	0	132	0	0	0	0	0	0	0	0
Nmt2	21.000000	0	0	0	0	0	0	0	141	153	0	0	0	0	0	0
Ncoa2	21.000000	0	211	83	0	0	0	0	0	0	0	0	0	0	0	0
Cnih4	21.000000	0	0	0	0	0	0	160	134	0	0	0	0	0	0	0
Slc39a9	20.928571	0	0	0	0	0	0	141	0	152	0	0	0	0	0	0
Prrc2c	20.928571	0	0	0	0	0	0	178	0	115	0	0	0	0	0	0
Erh	20.928571	0	0	0	0	0	0	141	0	152	0	0	0	0	0	0
Ddx21	20.928571	0	0	0	0	0	0	91	104	98	0	0	0	0	0	0
Chmp7	20.928571	0	0	0	0	0	0	98	0	195	0	0	0	0	0	0
Aurkaip1	20.928571	0	0	0	0	0	0	0	101	103	0	0	0	0	89	0
Trrap	20.857143	0	0	0	0	0	0	185	0	107	0	0	0	0	0	0
Msto1	20.857143	0	0	0	0	0	0	94	122	0	0	0	0	0	76	0
Grpel1	20.857143	0	204	0	0	0	0	88	0	0	0	0	0	0	0	0
Usp38	20.785714	0	0	0	0	0	0	107	92	92	0	0	0	0	0	0
Sars2	20.785714	0	0	0	0	0	0	0	129	162	0	0	0	0	0	0
Rraga	20.785714	0	0	0	0	0	0	0	163	128	0	0	0	0	0	0
Pes1	20.785714	0	0	0	0	0	0	0	140	151	0	0	0	0	0	0
Pafah1b1	20.785714	0	117	0	0	0	0	0	0	174	0	0	0	0	0	0
Nup107	20.785714	0	118	0	0	0	0	0	92	81	0	0	0	0	0	0
Mrps12	20.785714	0	0	0	0	0	0	0	129	162	0	0	0	0	0	0
Zmym2	20.714286	0	0	0	0	0	0	175	0	0	0	0	0	0	115	0
Zfp114	20.714286	0	0	0	0	0	0	0	178	0	0	0	0	0	112	0
Ttc7	20.714286	0	112	0	0	0	0	178	0	0	0	0	0	0	0	0
Kbtbd2	20.714286	0	70	0	0	0	0	0	0	126	0	0	94	0	0	0
Hnrnpab	20.714286	0	0	0	0	0	0	92	0	101	0	0	0	0	97	0
Gas2	20.714286	0	0	0	0	0	0	156	0	134	0	0	0	0	0	0
Fancf	20.714286	0	0	0	0	0	0	156	0	134	0	0	0	0	0	0
Eif4g1	20.714286	0	164	0	0	0	0	0	0	0	0	0	126	0	0	0
Dusp11	20.714286	0	0	0	0	0	0	0	159	131	0	0	0	0	0	0
Dnajc16	20.714286	0	0	0	0	0	0	126	0	164	0	0	0	0	0	0
Zfp882	20.642857	0	0	0	0	0	0	0	103	91	0	0	0	0	95	0
Uba6	20.642857	0	0	0	0	0	0	145	0	144	0	0	0	0	0	0
Trpm3	20.642857	0	0	0	0	0	0	0	123	166	0	0	0	0	0	0
Timm9	20.642857	0	0	0	0	0	0	207	82	0	0	0	0	0	0	0
Psma6	20.642857	0	0	0	0	0	0	0	97	192	0	0	0	0	0	0
Khdrbs1	20.642857	0	0	0	0	0	0	175	0	114	0	0	0	0	0	0
2700049A03Rik	20.642857	0	0	0	0	0	0	207	82	0	0	0	0	0	0	0
Rgs1	20.571429	189	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppt2	20.571429	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitpnc1	20.571429	0	0	0	0	0	0	149	0	139	0	0	0	0	0	0
Itgb3bp	20.571429	0	0	0	0	0	0	141	147	0	0	0	0	0	0	0
Fancd2	20.571429	0	143	0	0	0	0	145	0	0	0	0	0	0	0	0
Emc3	20.571429	0	143	0	0	0	0	145	0	0	0	0	0	0	0	0
Efcab7	20.571429	0	0	0	0	0	0	141	147	0	0	0	0	0	0	0
Clic4	20.571429	0	0	0	0	0	0	104	73	111	0	0	0	0	0	0
Ccna2	20.571429	0	0	0	0	0	0	169	0	119	0	0	0	0	0	0
Cblb	20.571429	0	0	0	0	0	0	0	134	154	0	0	0	0	0	0
Tmx1	20.500000	0	0	0	0	0	0	108	0	82	0	0	0	0	97	0
Tmem120b	20.500000	0	143	0	0	0	0	0	0	0	0	0	144	0	0	0
Selenof	20.500000	0	0	0	0	0	0	145	0	142	0	0	0	0	0	0
Psmg4	20.500000	0	0	0	0	0	0	187	100	0	0	0	0	0	0	0
Ppil3	20.500000	0	0	0	0	0	0	208	0	0	0	0	0	0	79	0
Nif3l1	20.500000	0	0	0	0	0	0	208	0	0	0	0	0	0	79	0
Kpna6	20.500000	0	0	0	0	0	0	114	82	91	0	0	0	0	0	0
Hs2st1	20.500000	0	0	0	0	0	0	145	0	142	0	0	0	0	0	0
Eif3h	20.500000	0	121	0	0	0	0	0	0	166	0	0	0	0	0	0
Abraxas2	20.500000	0	0	0	0	0	0	97	190	0	0	0	0	0	0	0
Pusl1	20.428571	0	0	0	0	0	0	158	0	128	0	0	0	0	0	0
Pkd1	20.428571	0	0	0	0	0	0	93	0	193	0	0	0	0	0	0
Phb2	20.428571	0	0	0	0	0	0	162	124	0	0	0	0	0	0	0
Nprl3	20.428571	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0
Nampt	20.428571	0	0	0	0	0	0	0	158	0	0	0	128	0	0	0
Emg1	20.428571	0	0	0	0	0	0	162	124	0	0	0	0	0	0	0
Cdc42se2	20.428571	0	0	0	0	0	0	178	0	108	0	0	0	0	0	0
Bbx	20.428571	0	0	0	0	0	0	116	170	0	0	0	0	0	0	0
Acap3	20.428571	0	0	0	0	0	0	158	0	128	0	0	0	0	0	0
Topbp1	20.357143	0	0	0	0	0	0	139	146	0	0	0	0	0	0	0
Ptpn23	20.357143	0	0	0	0	0	0	0	139	146	0	0	0	0	0	0
Pim3	20.357143	0	0	0	0	0	0	183	0	102	0	0	0	0	0	0
Cxxc1	20.357143	0	0	0	0	0	0	104	181	0	0	0	0	0	0	0
Tti2	20.285714	0	0	0	0	0	0	157	127	0	0	0	0	0	0	0
Pdf	20.285714	0	0	0	0	0	0	174	0	110	0	0	0	0	0	0
Wac	20.214286	0	0	0	0	0	0	177	0	106	0	0	0	0	0	0
Trim33	20.214286	0	0	0	0	108	0	175	0	0	0	0	0	0	0	0
Ppfia1	20.214286	0	132	0	0	0	0	0	0	0	0	0	151	0	0	0
Mvk	20.214286	0	115	0	0	0	0	91	0	77	0	0	0	0	0	0
Mmab	20.214286	0	115	0	0	0	0	91	0	77	0	0	0	0	0	0
Hsp90ab1	20.214286	0	0	0	0	0	0	162	0	121	0	0	0	0	0	0
Gars	20.214286	0	127	0	0	0	0	0	0	0	0	0	156	0	0	0
Ddx39	20.214286	0	0	0	0	0	0	161	0	0	0	0	122	0	0	0
2310057M21Rik	20.214286	0	0	0	0	0	0	0	0	192	0	0	0	0	91	0
Zswim3	20.142857	0	0	0	0	0	0	80	92	110	0	0	0	0	0	0
Sbf1	20.142857	0	0	0	0	0	0	131	151	0	0	0	0	0	0	0
Rrp9	20.142857	0	0	0	0	0	0	0	136	146	0	0	0	0	0	0
Pik3ip1	20.142857	164	0	0	0	118	0	0	0	0	0	0	0	0	0	0
Parp3	20.142857	0	0	0	0	0	0	0	136	146	0	0	0	0	0	0
Kdm4d	20.142857	0	0	0	0	0	0	117	165	0	0	0	0	0	0	0
Cwc15	20.142857	0	0	0	0	0	0	117	165	0	0	0	0	0	0	0
Acot8	20.142857	0	0	0	0	0	0	80	92	110	0	0	0	0	0	0
2310033P09Rik	20.142857	0	128	0	0	154	0	0	0	0	0	0	0	0	0	0
U2af1l4	20.071429	0	0	0	0	0	0	163	118	0	0	0	0	0	0	0
Spag9	20.071429	0	0	0	0	0	0	0	99	102	0	0	0	0	80	0
Slc25a38	20.071429	0	0	0	0	0	0	115	0	166	0	0	0	0	0	0
Rsl1	20.071429	0	0	0	0	0	0	155	0	126	0	0	0	0	0	0
Rps17	20.071429	0	0	0	0	0	0	0	124	157	0	0	0	0	0	0
Psma3	20.071429	0	0	0	0	0	0	171	0	110	0	0	0	0	0	0
Psenen	20.071429	0	0	0	0	0	0	163	118	0	0	0	0	0	0	0
Hnrnpr	20.071429	0	0	0	0	0	0	125	0	156	0	0	0	0	0	0
Fadd	20.071429	0	131	0	0	0	0	0	0	0	0	0	0	0	150	0
Arf2	20.071429	0	0	0	0	0	0	99	86	96	0	0	0	0	0	0
Wtap	20.000000	0	0	0	0	0	0	0	151	129	0	0	0	0	0	0
Orai3	20.000000	0	0	0	0	0	0	0	115	165	0	0	0	0	0	0
Dnajc25	20.000000	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0
Ccdc88c	20.000000	0	0	0	0	0	0	0	139	0	0	0	0	0	141	0
Zfand2a	19.928571	0	0	0	0	0	0	105	174	0	0	0	0	0	0	0
Xrcc6	19.928571	0	110	0	0	0	0	0	0	0	0	0	0	0	169	0
Ubtd1	19.928571	0	0	0	0	0	0	96	0	183	0	0	0	0	0	0
Tbc1d31	19.928571	0	0	0	0	0	0	144	135	0	0	0	0	0	0	0
Taf3	19.928571	0	170	0	0	0	0	109	0	0	0	0	0	0	0	0
Rbm42	19.928571	0	0	0	0	0	0	0	145	134	0	0	0	0	0	0
Ptov1	19.928571	0	0	0	0	0	0	144	135	0	0	0	0	0	0	0
Mms19	19.928571	0	0	0	0	0	0	96	0	183	0	0	0	0	0	0
Impdh1	19.928571	0	196	0	0	0	0	0	0	0	0	0	83	0	0	0
Fam118a	19.928571	0	118	0	0	0	0	0	0	73	0	0	88	0	0	0
Eef2	19.928571	0	0	0	0	0	0	107	74	98	0	0	0	0	0	0
Desi1	19.928571	0	110	0	0	0	0	0	0	0	0	0	0	0	169	0
Arl10	19.928571	0	0	0	0	0	0	141	0	0	0	0	0	0	138	0
Arhgap35	19.928571	0	0	0	0	0	0	0	79	112	0	0	0	0	88	0
Sf3b1	19.857143	0	0	0	0	0	0	84	115	79	0	0	0	0	0	0
Ptp4a1	19.857143	0	0	0	0	0	0	83	0	116	0	0	0	0	79	0
Hmgxb4	19.857143	0	165	0	0	113	0	0	0	0	0	0	0	0	0	0
Zfpl1	19.785714	0	127	0	0	0	0	150	0	0	0	0	0	0	0	0
Upf3a	19.785714	0	0	0	0	0	0	180	0	97	0	0	0	0	0	0
Trappc5	19.785714	0	0	80	0	0	0	100	0	97	0	0	0	0	0	0
Nedd9	19.785714	0	152	0	0	0	0	125	0	0	0	0	0	0	0	0
Ireb2	19.785714	0	0	0	0	0	0	180	0	97	0	0	0	0	0	0
Hnrnpdl	19.785714	0	0	0	0	0	0	92	0	94	0	0	0	0	91	0
Gskip	19.785714	0	0	0	0	0	0	147	0	130	0	0	0	0	0	0
Erlin2	19.785714	0	0	0	0	0	0	190	0	87	0	0	0	0	0	0
Cdca5	19.785714	0	127	0	0	0	0	150	0	0	0	0	0	0	0	0
Atg2b	19.785714	0	0	0	0	0	0	147	0	130	0	0	0	0	0	0
Zfp623	19.714286	0	0	0	0	0	0	154	122	0	0	0	0	0	0	0
Tmem63b	19.714286	0	124	0	0	0	0	0	0	0	0	0	152	0	0	0
Sumo1	19.714286	0	186	0	0	0	0	0	0	90	0	0	0	0	0	0
Mrpl14	19.714286	0	124	0	0	0	0	0	0	0	0	0	152	0	0	0
Ifngr1	19.714286	0	0	0	0	0	0	124	0	152	0	0	0	0	0	0
Eipr1	19.714286	0	143	0	0	133	0	0	0	0	0	0	0	0	0	0
Ddx6	19.714286	0	0	0	0	0	0	145	0	131	0	0	0	0	0	0
Copz1	19.714286	0	0	0	0	0	0	116	0	160	0	0	0	0	0	0
Casp3	19.714286	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad2b	19.714286	0	0	0	0	0	0	0	164	0	0	0	0	0	112	0
Arsb	19.714286	0	0	0	0	0	0	95	0	0	0	0	0	0	181	0
Senp1	19.642857	0	0	0	0	0	0	114	75	86	0	0	0	0	0	0
Pgap3	19.642857	0	0	0	0	0	0	164	111	0	0	0	0	0	0	0
Pfkm	19.642857	0	0	0	0	0	0	114	75	86	0	0	0	0	0	0
Pdik1l	19.642857	0	0	0	0	93	0	89	0	0	0	0	0	0	93	0
Gm13276	19.642857	0	0	0	0	0	0	146	129	0	0	0	0	0	0	0
Fgfr1	19.642857	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0
Caprin1	19.642857	0	0	0	0	0	0	66	82	127	0	0	0	0	0	0
Ankrd10	19.642857	0	0	0	0	0	0	110	0	64	0	0	0	0	101	0
Pmm1	19.571429	0	0	0	0	0	0	143	0	0	0	0	131	0	0	0
Vps16	19.500000	0	0	0	0	0	0	129	0	144	0	0	0	0	0	0
Txn1	19.500000	0	0	0	0	0	0	0	110	163	0	0	0	0	0	0
Tut1	19.500000	0	0	0	0	0	0	0	163	110	0	0	0	0	0	0
Trim44	19.500000	0	0	0	0	0	0	84	0	89	0	0	0	0	100	0
Tmem94	19.500000	0	0	0	0	0	0	185	0	88	0	0	0	0	0	0
Snx11	19.500000	0	0	0	0	0	0	80	193	0	0	0	0	0	0	0
Slc15a4	19.500000	0	0	0	0	0	0	117	156	0	0	0	0	0	0	0
Pced1a	19.500000	0	0	0	0	0	0	129	0	144	0	0	0	0	0	0
Oxa1l	19.500000	0	0	0	0	0	0	169	0	0	0	0	0	0	104	0
Mtrex	19.500000	0	0	0	0	0	0	126	147	0	0	0	0	0	0	0
Lin7c	19.500000	0	0	0	0	0	0	159	0	114	0	0	0	0	0	0
Gbf1	19.500000	0	0	0	0	0	0	0	107	166	0	0	0	0	0	0
Galt	19.500000	0	0	0	0	0	0	0	121	0	0	0	0	0	152	0
Dhx29	19.500000	0	0	0	0	0	0	126	147	0	0	0	0	0	0	0
Tra2b	19.428571	0	0	0	0	0	0	100	0	172	0	0	0	0	0	0
Sgk1	19.428571	0	0	0	0	0	0	78	82	112	0	0	0	0	0	0
Sdad1	19.428571	0	0	0	0	0	0	159	113	0	0	0	0	0	0	0
Rpl14	19.428571	0	154	0	0	0	0	0	0	0	0	0	118	0	0	0
Naa35	19.428571	0	0	0	0	0	0	122	150	0	0	0	0	0	0	0
Ltn1	19.428571	0	0	0	0	0	0	89	114	69	0	0	0	0	0	0
Ing2	19.428571	0	0	0	0	0	0	133	0	139	0	0	0	0	0	0
Ap2a2	19.428571	0	146	0	0	0	0	0	0	0	0	0	126	0	0	0
Zfp563	19.357143	0	0	0	0	0	0	0	0	112	0	0	159	0	0	0
Vamp3	19.357143	0	127	0	0	0	0	144	0	0	0	0	0	0	0	0
Tmem68	19.357143	0	0	0	0	0	0	96	0	175	0	0	0	0	0	0
Tgs1	19.357143	0	0	0	0	0	0	96	0	175	0	0	0	0	0	0
Stag1	19.357143	0	139	0	0	0	0	132	0	0	0	0	0	0	0	0
Spsb1	19.357143	0	0	0	0	0	0	142	129	0	0	0	0	0	0	0
Rab7	19.357143	0	0	0	0	0	0	0	101	170	0	0	0	0	0	0
Prdx1	19.357143	0	0	0	0	0	0	115	0	156	0	0	0	0	0	0
Fut8	19.357143	0	172	0	0	99	0	0	0	0	0	0	0	0	0	0
Btf3	19.357143	0	94	0	0	0	0	83	0	94	0	0	0	0	0	0
Atg12	19.357143	0	0	0	0	0	0	86	87	98	0	0	0	0	0	0
Ap3s1	19.357143	0	0	0	0	0	0	86	87	98	0	0	0	0	0	0
Zfp574	19.285714	0	0	0	0	0	0	0	119	151	0	0	0	0	0	0
Sf3b4	19.285714	0	0	0	0	0	0	90	97	83	0	0	0	0	0	0
Rfxap	19.285714	0	0	0	0	0	0	0	154	116	0	0	0	0	0	0
Pxmp4	19.285714	0	0	0	0	0	0	157	0	113	0	0	0	0	0	0
Polr2b	19.285714	0	0	0	0	0	0	0	162	108	0	0	0	0	0	0
Noa1	19.285714	0	0	0	0	0	0	0	162	108	0	0	0	0	0	0
Fndc3a	19.285714	0	119	0	0	0	0	0	0	0	0	0	151	0	0	0
Emc9	19.285714	0	169	0	0	101	0	0	0	0	0	0	0	0	0	0
Ciao2b	19.285714	0	0	0	0	0	0	0	99	171	0	0	0	0	0	0
Cdk10	19.285714	0	149	0	0	121	0	0	0	0	0	0	0	0	0	0
C1qbp	19.285714	0	0	0	0	0	0	165	0	0	0	0	0	0	105	0
Zxdc	19.214286	0	133	0	0	0	0	0	0	136	0	0	0	0	0	0
Tmem168	19.214286	0	0	0	0	0	0	119	0	0	0	0	0	0	150	0
Tbcb	19.214286	0	0	0	0	0	0	158	0	111	0	0	0	0	0	0
Pten	19.214286	0	0	145	0	0	0	0	124	0	0	0	0	0	0	0
Polr2i	19.214286	0	0	0	0	0	0	158	0	111	0	0	0	0	0	0
Arfgap2	19.214286	0	0	0	0	0	0	0	132	137	0	0	0	0	0	0
4930453N24Rik	19.214286	0	0	0	0	0	0	112	0	157	0	0	0	0	0	0
Ubxn6	19.142857	0	0	0	0	0	0	90	178	0	0	0	0	0	0	0
Tab1	19.142857	0	0	0	0	0	0	0	0	176	0	0	0	0	92	0
Prps1l3	19.142857	0	122	0	0	0	0	146	0	0	0	0	0	0	0	0
Mipol1	19.142857	0	122	0	0	0	0	146	0	0	0	0	0	0	0	0
Hdgfl2	19.142857	0	0	0	0	0	0	90	178	0	0	0	0	0	0	0
H4c4	19.142857	0	0	0	0	0	0	150	118	0	0	0	0	0	0	0
Brox	19.142857	0	0	0	0	142	0	0	0	0	0	0	126	0	0	0
Aida	19.142857	0	0	0	0	142	0	0	0	0	0	0	126	0	0	0
Wdhd1	19.071429	0	122	0	0	145	0	0	0	0	0	0	0	0	0	0
Wasl	19.071429	0	173	0	0	94	0	0	0	0	0	0	0	0	0	0
Ugdh	19.071429	0	0	0	0	0	0	141	126	0	0	0	0	0	0	0
Socs4	19.071429	0	122	0	0	145	0	0	0	0	0	0	0	0	0	0
Slc31a2	19.071429	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0
Rnf4	19.071429	0	0	0	0	0	0	107	0	160	0	0	0	0	0	0
Poglut3	19.071429	0	0	0	0	0	0	96	0	0	0	0	0	0	171	0
Paxip1	19.071429	0	0	0	0	0	0	180	0	87	0	0	0	0	0	0
Hcfc1	19.071429	0	0	0	0	0	0	128	139	0	0	0	0	0	0	0
Ctnnb1	19.071429	0	91	176	0	0	0	0	0	0	0	0	0	0	0	0
Clk3	19.071429	0	0	0	0	0	0	163	0	104	0	0	0	0	0	0
Ap2a1	19.071429	0	0	0	0	0	0	150	117	0	0	0	0	0	0	0
Ak2	19.071429	0	0	0	0	0	0	110	157	0	0	0	0	0	0	0
Piga	19.000000	0	0	0	0	0	0	134	0	132	0	0	0	0	0	0
Nmi	19.000000	0	0	0	0	0	0	116	150	0	0	0	0	0	0	0
Mex3c	19.000000	0	0	0	0	0	0	136	0	130	0	0	0	0	0	0
Lsm4	19.000000	0	0	0	0	0	0	137	0	129	0	0	0	0	0	0
Etnk1	19.000000	0	0	0	0	0	0	135	0	131	0	0	0	0	0	0
Ylpm1	18.928571	0	0	0	0	0	0	125	140	0	0	0	0	0	0	0
Wdr89	18.928571	0	0	0	0	0	0	88	177	0	0	0	0	0	0	0
Pcif1	18.928571	0	129	0	0	136	0	0	0	0	0	0	0	0	0	0
Nphp3	18.928571	0	0	0	0	0	0	155	0	110	0	0	0	0	0	0
Fam174a	18.928571	0	0	0	0	0	0	0	0	136	0	0	0	0	129	0
Cdk12	18.928571	0	0	0	0	0	0	137	128	0	0	0	0	0	0	0
Tpmt	18.857143	0	0	0	0	0	0	113	151	0	0	0	0	0	0	0
Tbck	18.857143	0	90	0	0	0	0	105	69	0	0	0	0	0	0	0
