Target_genes	Smad2|Average	SRX1080389|Embryoid_Bodies	SRX1080390|Embryoid_Bodies	SRX1080403|Embryoid_Bodies	SRX1080404|Embryoid_Bodies	SRX1080406|Embryoid_Bodies	SRX1080407|Embryoid_Bodies	SRX5251391|Embryoid_Bodies	SRX5251392|Embryoid_Bodies	SRX026467|Embryonic_Stem_Cells	SRX026468|Embryonic_Stem_Cells	SRX026469|Embryonic_Stem_Cells	SRX1080395|Embryonic_Stem_Cells	SRX390391|Embryonic_Stem_Cells	SRX4578585|Embryonic_Stem_Cells	SRX5251386|Embryonic_Stem_Cells	SRX390396|mESC_derived_endoodermal_cells	SRX1557250|P19	SRX1557251|P19	SRX1557252|P19	SRX1557253|P19	SRX1557259|P19	SRX1557260|P19	SRX1557261|P19	SRX1557262|P19	SRX1163236|Pancreatic_cancer_cell_lines	SRX1163237|Pancreatic_cancer_cell_lines	SRX4578557|Pancreatic_ductal_adenocarcinoma	SRX4578558|Pancreatic_ductal_adenocarcinoma	SRX4578563|Pancreatic_ductal_adenocarcinoma	SRX4578564|Pancreatic_ductal_adenocarcinoma	SRX4578566|Pancreatic_ductal_adenocarcinoma	SRX4578567|Pancreatic_ductal_adenocarcinoma	STRING
Dyrk1b	26.593750	0	0	0	92	100	0	125	209	0	0	0	0	0	167	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfr	26.562500	0	0	0	0	0	0	0	0	0	0	0	0	95	200	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	136	108	121	0
Lats1	26.562500	0	0	0	0	0	0	166	99	0	0	0	0	0	154	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	99	126	0	0
Cdc37	26.562500	0	0	0	120	0	0	121	177	0	0	0	0	0	147	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Cacna1h	26.562500	0	0	91	0	0	0	0	173	0	0	0	0	0	217	98	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpifb5	26.562500	150	0	0	0	0	0	0	77	0	0	0	0	0	142	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	26.562500	0	0	74	144	115	101	0	112	0	0	0	0	0	222	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssx2ip	26.531250	0	0	0	123	105	0	0	129	0	0	0	0	0	186	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph3a	26.531250	0	0	0	0	87	110	109	0	0	0	0	0	129	191	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
Rgma	26.531250	0	0	140	0	102	0	120	152	0	0	0	0	0	140	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L1td1	26.531250	0	0	0	0	0	0	0	203	0	0	0	0	438	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul5	26.531250	0	0	73	0	97	0	0	200	0	0	0	0	0	165	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
Scrn3	26.500000	0	0	0	0	0	0	166	188	0	0	0	0	121	238	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkcz	26.500000	0	0	115	0	98	0	0	86	0	0	0	0	0	228	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3ca	26.500000	0	0	0	0	0	0	113	105	0	0	0	0	100	165	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0
Pi4k2b	26.500000	0	0	218	0	91	0	0	178	0	0	0	0	0	137	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	26.500000	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	126	173	0	0
Eid2b	26.500000	0	0	0	0	0	0	91	194	0	0	0	0	117	105	113	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cir1	26.500000	0	0	0	0	0	0	166	188	0	0	0	0	121	238	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp524	26.468750	0	0	100	143	138	0	0	129	0	0	0	0	0	196	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab1	26.468750	0	0	156	0	219	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	98	0	0	0	0	115	0	145	0
Fiz1	26.468750	0	0	100	143	138	0	0	129	0	0	0	0	0	196	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo22	26.468750	0	0	0	0	0	0	0	149	0	0	0	0	0	135	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	125	107	110	0
Cyb561d1	26.468750	0	0	0	0	0	0	0	0	0	0	0	0	0	243	191	143	0	0	0	0	0	0	0	0	0	76	0	0	0	194	0	0	0
Coq7	26.468750	0	0	0	0	97	0	75	97	0	0	0	0	207	106	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvrb	26.468750	0	0	0	73	0	0	0	0	0	0	0	0	0	0	106	211	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0
Auh	26.468750	0	0	0	110	125	101	0	151	0	0	0	0	0	178	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ammecr1l	26.468750	0	0	0	0	0	0	0	165	0	0	0	0	151	244	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930018P22Rik	26.468750	0	0	0	0	0	0	0	175	0	0	0	0	181	174	203	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610301B20Rik	26.468750	0	0	0	0	109	0	0	0	0	0	0	0	0	171	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	207	115	104	0
Pank3	26.437500	0	0	0	0	0	0	0	154	0	0	0	0	144	161	100	159	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Kif11	26.437500	0	0	104	0	0	0	0	0	0	0	0	0	170	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	151	99	0	0
Jph1	26.437500	0	0	0	0	159	0	141	201	0	0	0	0	0	161	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap3	26.437500	0	0	119	87	0	0	160	194	0	0	0	0	0	134	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	26.406250	0	0	0	0	113	0	0	171	0	0	0	0	0	194	132	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mis18bp1	26.406250	0	0	0	0	0	0	0	114	0	0	0	0	0	193	89	111	0	0	0	0	0	0	0	0	0	0	0	0	0	90	154	94	0
Gtf2ird1	26.406250	0	0	0	0	87	0	0	330	0	0	0	0	96	144	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst12	26.406250	0	0	0	105	0	0	127	140	0	0	0	0	139	125	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd2	26.406250	0	0	0	0	69	0	0	117	0	0	0	0	177	127	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Amd1	26.406250	0	0	0	0	69	0	0	117	0	0	0	0	177	127	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
Ppp2r2a	26.375000	0	0	0	0	128	0	86	63	0	0	0	0	0	160	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
Lpin1	26.375000	0	0	0	0	0	0	0	133	0	0	0	0	64	175	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	81	0
Ddx43	26.375000	0	0	92	0	135	0	0	96	0	0	0	0	176	180	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq10a	26.375000	0	0	0	0	0	83	0	0	0	0	0	0	336	72	219	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp809	26.343750	0	0	0	0	0	0	0	0	0	0	0	0	175	193	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp473	26.343750	0	0	123	0	93	54	0	171	0	0	0	0	82	181	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vrk3	26.343750	0	0	123	0	93	54	0	171	0	0	0	0	82	181	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt16	26.343750	0	0	0	0	93	0	108	138	0	0	0	0	0	159	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Pigf	26.343750	0	0	0	0	0	0	0	98	0	0	0	0	225	105	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacc1	26.343750	0	0	0	113	117	0	0	0	0	0	0	0	0	167	172	177	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Hipk3	26.343750	0	0	137	0	129	0	0	140	0	0	0	0	0	120	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Glrx2	26.343750	0	0	126	0	0	0	0	154	0	0	0	0	0	213	89	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
Cript	26.343750	0	0	0	0	0	0	0	98	0	0	0	0	225	105	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc122	26.343750	0	0	0	113	117	0	0	0	0	0	0	0	0	167	172	177	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Plekha3	26.312500	0	0	0	0	0	0	74	117	0	0	0	0	0	283	103	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0
Mknk1	26.312500	0	0	0	133	0	0	124	132	0	0	0	0	118	150	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf15	26.312500	0	0	0	0	0	0	165	215	0	0	0	0	0	112	90	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcam	26.312500	131	0	0	0	0	0	0	138	0	0	0	0	0	171	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Vangl1	26.281250	0	0	0	0	0	0	0	139	0	0	0	0	0	173	65	194	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	110	0
Syce2	26.281250	0	0	86	102	0	0	124	139	0	0	0	0	0	109	96	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbl2	26.281250	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	114	152	110	0
Pgbd5	26.281250	0	0	183	131	140	140	0	128	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	26.281250	259	0	0	0	89	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp5	26.281250	0	0	0	0	156	0	0	200	0	0	0	0	0	191	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
Farsa	26.281250	0	0	0	0	0	0	0	0	0	0	0	0	133	166	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	140	83	0	0
Spop	26.250000	0	0	0	0	0	0	111	0	0	0	0	0	100	254	160	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpep	26.250000	0	0	0	0	0	0	0	212	0	0	0	0	135	214	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql	26.250000	0	0	0	0	124	0	0	97	0	0	0	0	0	218	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	124	75	102	0
Golt1b	26.250000	0	0	0	0	124	0	0	97	0	0	0	0	0	218	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	124	75	102	0
Diablo	26.250000	0	0	94	0	0	0	108	97	0	0	0	0	0	169	116	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zscan22	26.218750	0	0	0	0	0	0	0	0	0	0	0	0	137	172	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	141	140	0	0
Xrcc6	26.218750	0	0	159	0	92	0	0	0	0	0	0	0	129	135	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk3	26.218750	0	0	0	89	0	79	0	118	0	0	0	0	0	162	132	180	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
Rabl2	26.218750	0	0	0	0	0	0	0	0	0	0	0	0	108	181	125	320	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Nt5dc2	26.218750	0	0	0	0	87	0	0	108	0	0	0	0	105	192	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfu1	26.218750	0	0	98	0	131	0	0	134	0	0	0	0	88	0	120	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msh4	26.218750	0	0	0	0	0	0	129	219	0	0	0	0	209	111	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrfap1	26.218750	0	0	0	111	0	0	76	0	0	0	0	0	175	135	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	80	0
Disp2	26.218750	0	0	0	0	0	135	0	0	0	0	0	0	158	174	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desi1	26.218750	0	0	159	0	92	0	0	0	0	0	0	0	129	135	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmas	26.218750	0	0	0	122	0	0	0	0	0	0	0	0	0	157	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	120	84	121	0
Trip13	26.187500	0	0	0	0	0	0	128	116	0	0	0	0	0	138	99	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Rab43	26.187500	0	0	100	0	81	0	133	100	0	0	0	0	0	203	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntn4	26.187500	0	0	212	0	102	0	0	105	0	0	0	0	0	160	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv5	26.187500	0	0	0	0	0	0	212	316	0	0	0	0	0	103	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd9	26.187500	0	0	0	0	0	0	128	116	0	0	0	0	0	138	99	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Add3	26.187500	0	0	0	0	0	0	0	0	0	0	0	0	230	158	76	244	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
2210407C18Rik	26.187500	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spred3	26.156250	0	0	0	0	0	0	79	192	0	0	0	0	0	213	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0
Rab3gap1	26.156250	0	0	124	95	0	0	0	118	0	0	0	0	172	165	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pidd1	26.156250	0	0	0	0	0	0	0	176	0	0	0	0	179	197	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cst13	26.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	0	209	0
Zfp422	26.125000	0	0	104	0	0	0	116	83	0	0	0	0	0	213	0	228	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Slc30a1	26.125000	0	0	0	0	78	95	0	0	0	0	0	0	170	172	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dll3	26.125000	84	0	0	0	0	0	0	115	0	0	0	0	131	141	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa2	26.093750	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	284	0
Tspan33	26.093750	0	0	104	0	103	0	0	125	0	0	0	0	117	165	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Snx14	26.093750	0	0	0	0	0	0	156	0	0	0	0	0	108	212	107	195	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
Slc25a28	26.093750	0	0	0	0	0	0	124	0	0	0	0	0	215	203	98	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenow	26.093750	0	0	0	0	0	0	0	95	0	0	0	0	144	128	93	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp23	26.062500	0	0	0	0	0	0	105	171	0	0	0	0	107	156	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim10l1	26.062500	0	0	0	0	0	0	0	0	0	0	0	0	69	111	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	127	124	129	0
Sec23ip	26.062500	0	0	84	0	0	0	144	158	0	0	0	0	115	169	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmf1	26.062500	0	0	0	0	142	86	82	179	0	0	0	0	109	121	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryzl2	26.062500	0	0	0	0	0	0	0	0	0	0	0	0	257	138	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chit1	26.062500	0	0	0	0	0	0	0	148	0	0	0	0	325	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bnip3l	26.062500	0	0	0	0	0	93	131	172	0	0	0	0	0	121	139	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2m	26.031250	0	0	0	93	142	0	88	105	0	0	0	0	0	261	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed5	26.031250	0	0	147	108	0	0	79	0	0	0	0	0	92	186	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Svbp	26.031250	0	0	84	97	177	122	88	90	0	0	0	0	0	90	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilvbl	26.031250	0	0	0	0	0	0	122	109	0	0	0	0	101	119	132	170	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Ccdc18	26.031250	0	0	147	108	0	0	79	0	0	0	0	0	92	186	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp385b	26.000000	0	0	122	0	183	0	0	97	0	0	0	0	0	152	109	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ryk	26.000000	0	0	109	0	0	124	0	125	0	0	0	0	0	165	0	234	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
Exoc7	26.000000	0	0	0	0	109	198	0	0	0	0	0	0	0	120	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	73	0
Ddx11	26.000000	0	0	0	0	0	0	111	0	0	0	0	0	306	126	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Samhd1	25.968750	0	0	0	0	173	0	181	128	0	0	0	0	0	106	135	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpt1b	25.968750	0	0	0	0	0	0	0	198	0	0	0	0	146	268	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wasf2	25.937500	0	0	0	0	0	0	0	0	0	0	0	0	161	118	0	241	0	0	0	0	0	0	0	0	66	0	0	0	0	167	0	77	0
Virma	25.937500	0	0	0	173	0	0	0	165	0	0	0	0	119	119	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spcs1	25.937500	0	0	0	0	162	0	0	122	0	0	0	0	98	213	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14b	25.937500	0	0	0	0	0	0	123	104	0	0	0	0	267	182	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hectd4	25.937500	0	0	0	0	78	0	115	0	0	0	0	0	216	177	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heca	25.937500	0	0	0	0	89	0	0	108	0	0	0	0	140	185	117	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glt8d1	25.937500	0	0	0	0	162	0	0	122	0	0	0	0	98	213	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glo1	25.937500	0	0	0	90	0	102	0	0	0	0	0	0	155	249	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdft1	25.937500	0	0	0	0	123	0	94	116	0	0	0	0	208	0	98	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam45a	25.937500	0	0	0	0	0	0	0	0	0	0	0	0	186	84	72	274	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	91	0
Wbp2	25.906250	0	0	0	0	0	0	116	136	0	0	0	0	130	126	91	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasgef1a	25.906250	0	0	0	0	0	0	0	116	0	0	0	0	321	229	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ier5	25.906250	0	0	0	0	0	0	0	0	0	0	0	0	100	141	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	127	0
Cyb5r1	25.906250	0	0	0	0	0	0	0	164	0	0	89	0	227	86	103	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt112	25.875000	0	0	0	0	0	0	76	104	0	0	0	0	0	119	93	241	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	79	0
Tmed9	25.875000	0	0	0	0	0	0	0	0	0	0	0	0	181	129	102	336	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Psma4	25.875000	0	0	0	0	0	0	121	132	0	0	0	0	222	130	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx5	25.875000	0	0	0	0	0	0	76	104	0	0	0	0	0	119	93	241	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	79	0
Pcyt2	25.875000	0	0	0	234	0	140	0	0	0	0	0	0	0	183	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Cyc1	25.875000	0	0	0	0	0	0	0	113	0	0	0	0	134	176	100	180	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
AY074887	25.875000	0	0	0	0	0	0	121	132	0	0	0	0	222	130	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4a	25.875000	0	0	0	0	144	0	0	65	0	0	0	0	125	188	98	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym5	25.843750	0	0	0	0	106	0	96	194	0	0	0	0	0	190	92	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3hcc1l	25.843750	0	0	0	0	0	0	0	90	0	0	0	0	98	100	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	78	168	0	0
Map2k2	25.843750	0	0	0	98	114	0	102	117	0	0	0	0	0	152	85	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr2	25.843750	0	0	0	0	119	0	0	118	0	0	0	0	98	189	109	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl4	25.843750	0	0	0	0	0	0	0	0	0	0	0	0	150	0	93	98	0	0	0	0	0	0	0	0	226	0	0	0	0	260	0	0	0
Zfand2a	25.812500	0	0	0	98	0	0	0	0	0	0	0	0	166	171	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	93	131	0	0
Trib3	25.812500	0	0	0	0	0	0	0	145	0	0	0	0	158	139	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0
Prpsap2	25.812500	0	0	101	110	0	101	0	101	0	0	0	0	127	0	155	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg2	25.812500	0	0	0	70	188	0	0	191	0	0	0	0	106	132	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf8	25.812500	0	0	0	0	99	0	93	196	0	0	0	0	0	257	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcrt	25.812500	102	0	0	0	0	0	0	119	0	0	0	0	108	163	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1a1	25.812500	0	0	0	0	0	0	109	162	0	0	0	0	128	186	75	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rph3a	25.781250	0	0	0	0	0	0	0	0	0	0	0	0	113	221	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pus3	25.781250	0	0	0	0	155	148	0	0	0	0	0	0	135	132	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pomgnt1	25.781250	0	0	95	0	112	139	0	0	0	0	0	0	106	0	0	271	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Msrb2	25.781250	0	0	0	0	0	0	73	162	0	0	0	0	170	107	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heatr5b	25.781250	0	0	0	159	0	114	0	125	0	0	0	0	112	140	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpatch11	25.781250	0	0	0	159	0	114	0	125	0	0	0	0	112	140	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx25	25.781250	0	0	0	0	155	148	0	0	0	0	0	0	135	132	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610010K14Rik	25.781250	0	0	0	0	144	0	0	115	0	0	0	0	0	170	73	184	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Tra2a	25.750000	0	0	0	0	0	0	0	142	0	0	0	0	180	89	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Hspa8	25.750000	0	0	0	119	109	0	85	123	0	0	0	0	0	139	110	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45915	25.750000	192	0	0	0	0	0	0	350	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Ergic2	25.750000	0	0	92	130	0	0	136	80	0	0	0	0	101	115	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dip2a	25.750000	0	0	168	148	190	0	0	0	0	0	0	0	0	195	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy3	25.718750	0	0	0	0	0	94	0	102	0	0	0	0	0	149	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	123	90	0	0
Trub1	25.718750	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	80	107	0	0
Tmem39b	25.718750	0	0	0	77	0	0	106	111	0	0	0	0	0	222	149	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sepsecs	25.718750	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	141	132	0	0
Plaat1	25.718750	0	0	0	0	93	0	0	118	0	0	0	0	0	126	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr158	25.718750	0	0	0	0	0	0	0	104	0	0	0	0	210	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx37	25.718750	0	0	117	0	0	0	88	125	0	0	0	0	153	219	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna2d1	25.718750	0	0	0	0	115	0	86	87	0	0	0	0	0	105	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	98	0
