Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Tra2a	35.111111	110	134	0	0	0	0	0	0	0	0	0	0	211	0	177	0	0	0	0
Slc52a2	35.111111	97	101	0	0	0	0	0	0	0	0	0	0	301	0	133	0	0	0	0
Ptpa	35.111111	0	0	0	0	0	72	0	0	0	0	0	0	213	88	115	0	144	0	0
Nipa2	35.111111	126	0	0	0	97	122	0	0	0	0	0	0	98	0	189	0	0	0	0
Galnt4	35.111111	117	134	0	0	0	0	0	0	0	0	0	0	161	220	0	0	0	0	0
Fbxl6	35.111111	97	101	0	0	0	0	0	0	0	0	0	0	301	0	133	0	0	0	0
Fam222b	35.111111	0	0	0	0	133	84	117	0	0	116	0	0	100	82	0	0	0	0	0
Crat	35.111111	0	0	0	0	0	72	0	0	0	0	0	0	213	88	115	0	144	0	0
Wdpcp	35.055556	85	0	0	0	0	0	0	0	0	0	0	0	337	103	106	0	0	0	0
Tle6	35.055556	0	0	0	0	0	0	243	0	0	241	0	0	0	147	0	0	0	0	0
Sh3tc1	35.055556	0	0	0	0	0	0	0	0	0	0	0	0	111	0	394	126	0	0	0
Per1	35.055556	0	0	0	0	0	0	0	0	0	0	0	0	182	0	292	0	157	0	0
Nol12	35.055556	171	182	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0
Mdh1	35.055556	85	0	0	0	0	0	0	0	0	0	0	0	337	103	106	0	0	0	0
Gpatch4	35.055556	109	154	0	0	0	0	0	0	0	0	0	0	208	0	160	0	0	0	0
Fan1	35.055556	150	105	0	0	0	0	0	0	0	0	0	0	105	0	175	96	0	0	0
Spidr	35.000000	107	114	0	0	88	0	98	0	0	99	0	0	0	0	124	0	0	0	0
Ptpn4	35.000000	0	0	0	0	0	118	121	0	0	118	0	0	119	154	0	0	0	0	0
Nudt2	35.000000	0	0	0	0	149	120	0	0	0	0	0	0	115	107	139	0	0	0	0
Lsm10	35.000000	128	98	0	0	0	0	0	0	0	0	0	0	216	0	188	0	0	0	0
Kif24	35.000000	0	0	0	0	149	120	0	0	0	0	0	0	115	107	139	0	0	0	0
Coil	35.000000	0	109	0	0	0	115	140	0	0	136	0	0	130	0	0	0	0	0	0
Asb1	35.000000	0	0	0	0	0	0	0	0	0	0	0	0	400	134	96	0	0	0	0
Papola	34.944444	127	0	0	0	0	79	0	0	0	0	0	0	145	79	199	0	0	0	0
Mfsd1	34.944444	129	209	0	0	0	0	0	0	0	0	0	0	198	0	93	0	0	0	0
Zfp658	34.888889	127	169	0	0	0	0	0	0	0	0	0	0	128	0	204	0	0	0	0
Tial1	34.888889	144	102	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	108	0
Six5	34.888889	0	0	0	0	0	0	0	0	0	0	0	0	164	122	181	161	0	0	0
Pilrb2	34.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	285	0	0	0
Ostf1	34.888889	72	0	0	0	114	120	0	0	0	0	0	0	82	0	125	115	0	0	0
Nmrk1	34.888889	72	0	0	0	114	120	0	0	0	0	0	0	82	0	125	115	0	0	0
Nelfb	34.888889	104	113	0	0	0	0	0	0	0	0	0	0	196	215	0	0	0	0	0
Lars	34.888889	155	142	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0
Hibadh	34.888889	81	102	0	0	0	0	104	0	0	111	0	0	124	0	106	0	0	0	0
Fabp5	34.888889	0	0	0	0	0	0	0	0	0	0	0	0	113	91	332	92	0	0	0
Ccdc142	34.888889	130	0	0	0	0	108	0	0	0	0	0	0	299	0	0	91	0	0	0
Rflnb	34.833333	0	0	0	0	195	140	0	0	0	0	0	0	0	146	146	0	0	0	0
Psmd9	34.833333	111	134	0	0	0	0	0	0	0	0	0	0	149	0	119	0	114	0	0
Lrig2	34.833333	127	129	0	0	0	110	0	0	0	0	0	0	147	114	0	0	0	0	0
Gnai2	34.833333	0	0	0	0	0	0	0	0	0	0	0	0	168	122	229	108	0	0	0
Zdhhc4	34.777778	128	238	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0
Timm50	34.777778	0	105	0	0	0	0	0	0	0	0	0	0	245	116	0	160	0	0	0
Rps23	34.777778	149	202	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0
Rab43	34.777778	0	0	0	0	0	0	80	0	0	87	0	0	85	0	222	152	0	0	0
Fabp7	34.777778	0	0	0	0	0	0	129	0	0	128	0	0	0	147	136	86	0	0	0
Crim1	34.777778	0	0	0	0	0	129	0	0	0	0	0	0	0	233	264	0	0	0	0
Appbp2	34.777778	134	95	0	0	0	0	0	0	0	0	0	0	172	225	0	0	0	0	0
Sepsecs	34.722222	112	0	0	0	198	176	0	0	0	0	0	0	139	0	0	0	0	0	0
Noc3l	34.722222	231	181	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0
Nktr	34.722222	91	0	0	0	0	0	0	0	0	0	0	0	154	0	161	0	102	117	0
Mknk2	34.722222	87	94	0	0	151	0	82	0	0	90	0	0	121	0	0	0	0	0	0
Lrmp	34.722222	139	0	0	0	0	0	126	0	0	126	0	0	0	0	234	0	0	0	0
H2ax	34.722222	121	145	0	0	107	91	0	0	0	0	0	0	161	0	0	0	0	0	0
Erlin1	34.722222	130	0	0	0	0	105	129	0	0	128	0	0	0	0	0	0	133	0	0
Bloc1s4	34.722222	140	0	0	0	96	129	0	0	0	0	0	0	169	91	0	0	0	0	0
Ano8	34.722222	131	0	0	0	0	0	0	0	0	0	0	0	0	0	299	195	0	0	0
Trem3	34.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	203	130	0
Ptpn21	34.666667	0	0	0	0	0	0	0	0	0	0	0	0	205	131	133	155	0	0	0
Mief2	34.666667	174	130	0	0	0	0	0	0	0	0	0	0	185	0	0	0	135	0	0
Insm1	34.666667	0	0	0	0	0	0	308	0	0	316	0	0	0	0	0	0	0	0	0
Gtpbp3	34.666667	170	0	0	0	0	0	0	0	0	0	0	0	293	161	0	0	0	0	0
Fdxr	34.666667	94	139	0	0	0	0	0	0	0	0	0	0	179	0	131	0	81	0	0
Dars	34.666667	141	120	0	0	0	88	0	0	0	0	0	0	155	120	0	0	0	0	0
Clpb	34.666667	116	0	0	0	0	0	0	0	0	0	0	0	375	133	0	0	0	0	0
Celsr3	34.666667	0	0	0	0	0	0	0	0	0	0	0	0	497	0	127	0	0	0	0
Zcchc14	34.611111	0	0	0	0	0	0	0	0	0	0	0	0	190	133	154	146	0	0	0
Srebf2	34.611111	0	0	0	0	0	0	0	0	0	0	0	0	130	113	312	0	68	0	0
Hck	34.611111	0	0	0	0	0	0	178	0	0	179	0	0	0	0	266	0	0	0	0
Gbf1	34.611111	0	0	0	0	183	126	0	0	0	0	0	0	233	0	81	0	0	0	0
Fbxo4	34.611111	127	0	0	0	81	214	0	0	0	0	0	0	0	107	0	0	94	0	0
Fabp3	34.611111	0	0	0	0	0	0	312	0	0	311	0	0	0	0	0	0	0	0	0
C1qb	34.611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	176	0	0	0
Arfgap1	34.611111	96	125	0	0	0	0	0	0	0	0	0	0	250	152	0	0	0	0	0
Tm9sf2	34.555556	0	111	0	0	0	136	0	0	0	0	0	0	193	0	182	0	0	0	0
Prpf18	34.555556	172	246	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0
Nudt4	34.555556	0	0	0	0	99	151	72	0	0	71	0	0	0	101	128	0	0	0	0
Adsl	34.555556	204	146	0	0	154	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Rars	34.500000	0	144	0	0	0	136	0	0	0	0	0	0	341	0	0	0	0	0	0
Pigg	34.500000	0	0	0	0	0	0	0	0	0	0	0	0	183	161	119	158	0	0	0
Pbk	34.500000	140	121	0	0	0	0	180	0	0	180	0	0	0	0	0	0	0	0	0
Trim44	34.444444	126	121	0	0	0	98	0	0	0	0	0	0	147	0	128	0	0	0	0
Trafd1	34.444444	0	0	0	0	204	98	0	0	0	0	0	0	0	0	318	0	0	0	0
Tnfaip8	34.444444	104	0	0	0	0	0	0	0	0	65	0	0	227	82	142	0	0	0	0
Ruvbl1	34.444444	88	0	0	0	0	0	0	0	0	0	0	0	330	202	0	0	0	0	0
Pfn1	34.444444	0	0	0	0	148	189	0	0	0	0	0	0	0	0	283	0	0	0	0
Pccb	34.444444	150	236	0	0	0	0	0	0	0	0	0	0	133	101	0	0	0	0	0
Mocs1	34.444444	0	0	0	0	0	0	0	0	0	0	0	0	109	0	381	130	0	0	0
Ly6e	34.444444	0	0	0	0	0	0	163	0	0	160	0	0	142	0	155	0	0	0	0
Kifc2	34.444444	193	151	0	0	0	0	0	0	0	0	0	0	137	0	139	0	0	0	0
Fxyd5	34.444444	195	120	0	0	0	0	0	0	0	0	0	0	148	0	157	0	0	0	0
Ece1	34.444444	0	0	0	0	0	0	0	0	0	0	0	0	149	92	251	128	0	0	0
Cyhr1	34.444444	193	151	0	0	0	0	0	0	0	0	0	0	137	0	139	0	0	0	0
Arhgef16	34.444444	0	0	0	0	188	221	101	0	0	110	0	0	0	0	0	0	0	0	0
Tomm40l	34.388889	75	130	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0
Prkra	34.388889	0	0	0	0	0	0	0	0	0	0	0	0	174	0	246	121	0	78	0
Pias1	34.388889	163	75	0	0	0	0	95	0	0	96	0	0	111	0	0	0	79	0	0
Pfdn5	34.388889	118	0	0	0	0	0	0	0	0	0	0	0	126	0	233	142	0	0	0
Gnai3	34.388889	0	98	0	0	0	0	0	0	0	0	0	0	151	144	119	107	0	0	0
Elp3	34.388889	84	0	0	0	0	0	0	0	0	0	0	0	113	0	248	174	0	0	0
Dhx37	34.388889	104	141	0	0	0	0	0	0	0	0	0	0	134	151	0	0	89	0	0
Zfp750	34.333333	0	0	0	0	0	0	309	0	0	309	0	0	0	0	0	0	0	0	0
Ulk3	34.333333	163	130	0	0	154	171	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx7	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	92	143	257	126	0	0	0
Cela1	34.333333	191	125	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	84	0
Cd276	34.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	280	0	0
Zfp180	34.277778	234	169	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0
Zcchc4	34.277778	131	92	0	0	0	0	73	0	0	73	0	0	0	130	0	118	0	0	0
Zcchc24	34.277778	0	0	0	0	0	0	110	0	0	111	0	0	315	0	81	0	0	0	0
Trim16	34.277778	0	0	0	0	58	0	0	0	0	0	0	0	306	148	0	0	105	0	0
Slc45a3	34.277778	0	0	0	0	0	0	309	0	0	308	0	0	0	0	0	0	0	0	0
Pramef8	34.277778	121	207	0	0	0	0	0	0	0	0	0	0	165	124	0	0	0	0	0
Phkb	34.277778	0	0	0	0	108	0	0	0	0	0	0	0	88	212	133	76	0	0	0
Mt1	34.277778	0	0	0	0	0	0	0	0	0	0	0	0	79	0	355	183	0	0	0
Itfg1	34.277778	0	0	0	0	108	0	0	0	0	0	0	0	88	212	133	76	0	0	0
Gan	34.277778	93	93	0	0	0	0	0	0	0	0	0	0	232	142	57	0	0	0	0
Arcn1	34.277778	84	135	0	0	170	0	0	0	0	0	0	0	124	104	0	0	0	0	0
Tmem246	34.222222	0	0	0	0	160	171	0	0	0	0	0	0	147	138	0	0	0	0	0
Prxl2c	34.222222	108	0	0	0	0	0	0	0	0	0	0	0	0	192	316	0	0	0	0
Prr14	34.222222	0	0	0	0	0	0	0	0	0	0	0	0	314	150	0	0	84	68	0
Dennd3	34.222222	0	0	0	0	198	163	0	0	0	0	0	0	255	0	0	0	0	0	0
Csf2rb	34.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	192	0	105	0
Rpl13	34.166667	121	98	0	0	0	104	0	0	0	0	0	0	211	0	81	0	0	0	0
Rap1gds1	34.166667	93	0	0	0	167	151	0	0	0	0	0	0	0	0	204	0	0	0	0
Prdm15	34.166667	116	0	0	0	0	104	0	0	0	0	0	0	159	236	0	0	0	0	0
Klhl34	34.166667	0	0	0	0	0	0	308	0	0	307	0	0	0	0	0	0	0	0	0
Hsf1	34.166667	118	0	0	0	0	133	0	0	0	0	0	0	207	157	0	0	0	0	0
Bop1	34.166667	118	0	0	0	0	133	0	0	0	0	0	0	207	157	0	0	0	0	0
Rpf1	34.111111	151	127	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0
Nol6	34.111111	121	163	0	0	0	0	0	0	0	0	0	0	122	208	0	0	0	0	0
Ndufa12	34.111111	0	107	0	0	0	0	0	0	0	0	0	0	291	216	0	0	0	0	0
Nae1	34.111111	102	128	0	0	91	113	0	0	0	0	0	0	180	0	0	0	0	0	0
Car7	34.111111	102	128	0	0	91	113	0	0	0	0	0	0	180	0	0	0	0	0	0
Asl	34.111111	104	0	0	0	0	0	0	0	0	0	0	0	108	0	402	0	0	0	0
Ap3b2	34.111111	0	0	0	0	0	0	221	0	0	220	0	0	0	173	0	0	0	0	0
Sipa1	34.055556	0	0	0	0	0	0	0	0	0	0	0	0	132	0	273	118	90	0	0
Recql4	34.055556	0	119	0	0	0	0	0	0	0	0	0	0	163	184	0	0	147	0	0
Rdm1	34.055556	205	102	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0
Lrrc14	34.055556	0	119	0	0	0	0	0	0	0	0	0	0	163	184	0	0	147	0	0
Ints13	34.055556	0	98	0	0	0	155	110	0	0	109	0	0	141	0	0	0	0	0	0
Fgfr1op2	34.055556	0	98	0	0	0	155	110	0	0	109	0	0	141	0	0	0	0	0	0
Wrnip1	34.000000	94	0	0	0	138	154	0	0	0	0	0	0	129	0	97	0	0	0	0
Supt6	34.000000	133	194	0	0	0	0	0	0	0	0	0	0	125	160	0	0	0	0	0
Sdf2	34.000000	133	194	0	0	0	0	0	0	0	0	0	0	125	160	0	0	0	0	0
Rlim	34.000000	128	0	0	0	0	0	0	0	0	0	0	0	251	0	233	0	0	0	0
Mzt1	34.000000	0	0	0	0	146	206	0	0	0	0	0	0	0	144	116	0	0	0	0
Glrx3	34.000000	0	113	0	0	0	140	0	0	0	0	0	0	240	0	119	0	0	0	0
Btbd2	34.000000	0	0	0	0	0	0	0	0	0	0	0	0	246	0	142	0	85	139	0
Bora	34.000000	0	0	0	0	146	206	0	0	0	0	0	0	0	144	116	0	0	0	0
Vps26b	33.944444	118	129	0	0	90	175	0	0	0	0	0	0	0	99	0	0	0	0	0
Parp16	33.944444	0	0	0	0	144	188	0	0	0	0	0	0	0	0	215	64	0	0	0
Ncapd3	33.944444	118	129	0	0	90	175	0	0	0	0	0	0	0	99	0	0	0	0	0
Mkrn1	33.944444	0	0	0	0	132	96	192	0	0	191	0	0	0	0	0	0	0	0	0
Mavs	33.944444	0	0	0	0	0	0	0	0	0	0	0	0	370	0	241	0	0	0	0
Iqsec3	33.944444	0	0	0	0	0	0	170	0	0	169	0	0	0	272	0	0	0	0	0
Ints11	33.944444	126	213	0	0	0	0	0	0	0	0	0	0	154	118	0	0	0	0	0
Ilf2	33.944444	0	162	0	0	0	0	0	0	0	0	0	0	344	105	0	0	0	0	0
Cptp	33.944444	126	213	0	0	0	0	0	0	0	0	0	0	154	118	0	0	0	0	0
Mthfd1	33.888889	82	98	0	0	0	0	101	0	0	102	0	0	135	92	0	0	0	0	0
Gpsm1	33.888889	0	0	0	0	0	0	0	0	0	0	0	0	193	93	203	0	121	0	0
C1d	33.888889	165	171	0	0	0	0	0	0	0	0	0	0	181	93	0	0	0	0	0
Zfp13	33.833333	90	189	0	0	0	0	90	0	0	96	0	0	144	0	0	0	0	0	0
Spata2	33.833333	0	131	0	0	0	0	0	0	0	0	0	0	277	201	0	0	0	0	0
Ncdn	33.833333	0	0	0	0	0	0	108	0	0	108	0	0	158	120	0	0	115	0	0
Fndc10	33.833333	133	102	0	0	104	173	0	0	0	0	0	0	0	97	0	0	0	0	0
AU040320	33.833333	0	0	0	0	0	0	108	0	0	108	0	0	158	120	0	0	115	0	0
Xkr7	33.777778	138	113	0	0	0	0	0	0	0	0	0	0	160	197	0	0	0	0	0
Wwtr1	33.777778	0	0	0	0	0	0	115	0	0	113	0	0	250	130	0	0	0	0	0
Ttll4	33.777778	78	0	0	0	0	0	0	0	0	0	0	0	273	165	92	0	0	0	0
Slc40a1	33.777778	0	0	0	0	0	0	121	0	0	128	0	0	0	0	253	106	0	0	0
Rab23	33.777778	72	190	0	0	0	96	0	0	0	0	0	0	153	97	0	0	0	0	0
Prkar2b	33.777778	0	0	0	0	0	0	122	0	0	120	0	0	0	118	170	78	0	0	0
Mapkbp1	33.777778	0	0	0	0	0	0	0	0	0	0	0	0	308	112	188	0	0	0	0
Foxj2	33.777778	0	0	0	0	171	191	0	0	0	0	0	0	93	0	153	0	0	0	0
Fam135a	33.777778	0	0	0	0	146	82	0	0	0	0	0	0	154	148	0	78	0	0	0
Cdh1	33.777778	0	0	0	0	99	91	210	0	0	208	0	0	0	0	0	0	0	0	0
Ccdc85c	33.777778	131	0	0	0	0	0	85	0	0	85	0	0	135	172	0	0	0	0	0
Aar2	33.777778	136	181	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0
Spcs3	33.722222	0	76	0	0	0	71	0	0	0	0	0	0	154	122	184	0	0	0	0
Ndufs8	33.722222	105	110	0	0	0	0	0	0	0	0	0	0	243	0	149	0	0	0	0
Grap	33.722222	230	130	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0
Coq7	33.722222	106	136	0	0	0	0	0	0	0	0	0	0	142	110	113	0	0	0	0
Cmtm6	33.722222	193	186	0	0	0	0	0	0	0	0	0	0	155	0	0	0	73	0	0
Ccsap	33.722222	89	0	0	0	89	174	0	0	0	0	0	0	0	108	147	0	0	0	0
Camta2	33.722222	0	0	0	0	0	0	0	0	0	0	0	0	200	113	294	0	0	0	0
Kbtbd8	33.666667	0	145	0	0	158	105	0	0	0	0	0	0	131	67	0	0	0	0	0
Eral1	33.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	162	194	111	139	0	0
Dnase2a	33.666667	0	0	0	0	0	0	0	0	0	0	0	0	128	0	388	0	90	0	0
Ptk2	33.611111	229	126	0	0	0	102	0	0	0	0	0	0	87	0	61	0	0	0	0
AI597479	33.611111	105	110	0	0	0	85	0	0	0	0	0	0	125	180	0	0	0	0	0
1110038F14Rik	33.611111	181	121	0	0	0	0	0	0	0	0	0	0	193	110	0	0	0	0	0
Tmcc1	33.555556	0	0	0	0	0	89	0	0	0	0	0	0	108	0	269	0	138	0	0
Stx7	33.555556	0	0	0	0	0	0	0	0	0	0	0	0	130	0	302	172	0	0	0
Rnase4	33.555556	0	0	0	0	0	0	0	0	0	0	0	0	159	0	119	0	142	184	0
Parp12	33.555556	0	0	0	0	0	84	0	0	0	0	0	0	197	0	323	0	0	0	0
Papss2	33.555556	0	0	0	0	141	195	0	0	0	0	0	0	0	0	268	0	0	0	0
Mcmbp	33.555556	0	0	0	0	0	115	0	0	0	0	0	0	336	0	153	0	0	0	0
Mcfd2	33.555556	0	0	0	0	0	0	0	0	0	0	0	0	192	90	207	0	115	0	0
Dhx9	33.555556	125	0	0	0	82	102	0	0	0	0	0	0	125	0	170	0	0	0	0
Ddx6	33.555556	0	0	0	0	88	156	0	0	0	0	0	0	116	0	244	0	0	0	0
Cep83	33.555556	0	112	0	0	0	0	0	0	0	0	0	0	112	73	180	127	0	0	0
Cd2ap	33.555556	165	153	0	0	0	0	0	0	0	0	0	0	0	137	149	0	0	0	0
Ang	33.555556	0	0	0	0	0	0	0	0	0	0	0	0	159	0	119	0	142	184	0
1110004F10Rik	33.555556	0	0	0	0	106	0	119	0	0	118	0	0	169	92	0	0	0	0	0
Zdhhc14	33.500000	0	0	0	0	107	91	0	0	0	0	0	0	121	104	180	0	0	0	0
Vinac1	33.500000	0	143	0	0	148	152	0	0	0	0	0	0	0	0	160	0	0	0	0
Ttl	33.500000	0	143	0	0	148	152	0	0	0	0	0	0	0	0	160	0	0	0	0
Trim62	33.500000	0	0	0	0	0	0	0	0	0	0	0	0	298	89	216	0	0	0	0
Slc25a46	33.500000	109	0	0	0	140	176	0	0	0	0	0	0	81	97	0	0	0	0	0
Mttp	33.500000	100	124	0	0	0	0	0	0	0	0	0	0	179	102	98	0	0	0	0
Irgm1	33.500000	0	113	0	0	0	0	193	0	0	201	0	0	0	0	96	0	0	0	0
Gatd1	33.500000	0	115	0	0	0	0	0	0	0	0	0	0	119	151	114	0	104	0	0
Fem1a	33.500000	110	156	0	0	0	77	0	0	0	0	0	0	260	0	0	0	0	0	0
Ccnf	33.500000	0	0	0	0	0	0	0	0	0	0	0	0	239	0	268	96	0	0	0
Ccdc124	33.500000	78	119	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0
Aco1	33.500000	95	0	0	0	0	0	0	0	0	0	0	0	359	0	149	0	0	0	0
Zfp687	33.444444	202	103	0	0	69	0	0	0	0	0	0	0	143	0	85	0	0	0	0
Rps27a	33.444444	107	153	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0
Ptges2	33.444444	143	167	0	0	96	0	0	0	0	0	0	0	103	0	93	0	0	0	0
Map3k14	33.444444	0	0	0	0	0	0	0	0	0	0	0	0	181	0	318	0	0	103	0
Hmox1	33.444444	120	0	0	0	0	0	0	0	0	0	0	0	162	108	212	0	0	0	0
Ercc6l2	33.444444	0	135	0	0	97	141	0	0	0	0	0	0	229	0	0	0	0	0	0
Clhc1	33.444444	107	153	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0
Alcam	33.444444	152	110	0	0	0	0	97	0	0	96	0	0	147	0	0	0	0	0	0
Ptdss1	33.388889	138	91	0	0	139	103	0	0	0	0	0	0	130	0	0	0	0	0	0
Mterf3	33.388889	138	91	0	0	139	103	0	0	0	0	0	0	130	0	0	0	0	0	0
Inpp5e	33.388889	95	0	0	0	0	114	0	0	0	0	0	0	247	0	145	0	0	0	0
Hbs1l	33.388889	198	76	0	0	0	0	0	0	0	0	0	0	167	0	160	0	0	0	0
Dtymk	33.388889	152	139	0	0	0	0	0	0	0	0	0	0	219	0	0	91	0	0	0
Alg1	33.388889	138	0	0	0	0	0	0	0	0	0	0	0	195	152	116	0	0	0	0
Wdr34	33.333333	135	93	0	0	99	78	0	0	0	0	0	0	195	0	0	0	0	0	0
Trabd	33.333333	0	0	0	0	0	0	110	0	0	109	0	0	229	0	152	0	0	0	0
Timm22	33.333333	201	225	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
Socs7	33.333333	0	0	0	0	0	74	0	0	0	0	0	0	172	191	163	0	0	0	0
Lin37	33.333333	0	0	0	0	0	0	0	0	0	0	0	0	141	0	258	96	105	0	0
Fas	33.333333	237	113	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0
Eif2ak4	33.333333	117	90	0	0	0	97	0	0	0	0	0	0	106	0	190	0	0	0	0
BC048403	33.333333	88	169	0	0	73	129	0	0	0	0	0	0	141	0	0	0	0	0	0
Ugdh	33.277778	0	0	0	0	174	0	0	0	0	0	0	0	171	136	118	0	0	0	0
Tyw3	33.277778	95	113	0	0	0	0	0	0	0	0	0	0	272	0	119	0	0	0	0
Fam129b	33.277778	0	0	0	0	132	185	92	0	0	91	0	0	0	99	0	0	0	0	0
Cryz	33.277778	95	113	0	0	0	0	0	0	0	0	0	0	272	0	119	0	0	0	0
Bloc1s6	33.277778	0	119	0	0	0	0	0	0	0	0	0	0	221	153	106	0	0	0	0
Wdr3	33.222222	169	119	0	0	0	0	0	0	0	0	0	0	139	0	171	0	0	0	0
Usf1	33.222222	0	98	0	0	0	0	0	0	0	0	0	0	208	114	0	0	178	0	0
Ptafr	33.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	289	236	0
Olfr433	33.222222	261	264	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmp25	33.222222	0	0	0	0	0	0	300	0	0	298	0	0	0	0	0	0	0	0	0
Imp3	33.222222	113	135	0	0	89	157	0	0	0	0	0	0	104	0	0	0	0	0	0
Cspp1	33.222222	0	152	0	0	126	126	0	0	0	0	0	0	194	0	0	0	0	0	0
Clybl	33.222222	103	0	0	0	0	0	0	0	0	0	0	0	136	0	244	115	0	0	0
Yipf5	33.166667	0	0	0	0	139	128	0	0	0	0	0	0	111	0	132	87	0	0	0
Nme2	33.166667	0	78	0	0	91	87	0	0	0	0	0	0	196	0	145	0	0	0	0
Gins2	33.166667	122	92	0	0	0	0	0	0	0	0	0	0	247	0	136	0	0	0	0
Ugp2	33.111111	0	0	0	0	117	114	100	0	0	98	0	0	0	167	0	0	0	0	0
Ttc28	33.111111	0	0	0	0	0	0	132	0	0	130	0	0	83	105	146	0	0	0	0
Ttc26	33.111111	0	233	0	0	0	0	0	0	0	0	0	0	223	140	0	0	0	0	0
Sh2d2a	33.111111	242	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig3	33.111111	0	0	0	0	114	213	0	0	0	0	0	0	0	136	133	0	0	0	0
Fbxo3	33.111111	142	0	0	0	0	0	0	0	0	0	0	0	0	106	348	0	0	0	0
Ddx27	33.111111	107	167	0	0	0	0	0	0	0	0	0	0	130	192	0	0	0	0	0
Copg2	33.111111	0	0	0	0	0	97	0	0	0	0	0	0	151	130	218	0	0	0	0
Cep131	33.111111	0	0	0	0	112	245	0	0	0	0	0	0	133	0	106	0	0	0	0
Atg9a	33.111111	109	155	0	0	0	0	0	0	0	0	0	0	237	0	95	0	0	0	0
Ankzf1	33.111111	109	155	0	0	0	0	0	0	0	0	0	0	237	0	95	0	0	0	0
4931422A03Rik	33.111111	142	0	0	0	0	0	0	0	0	0	0	0	0	106	348	0	0	0	0
Zfp827	33.055556	153	117	0	0	0	211	0	0	0	0	0	0	114	0	0	0	0	0	0
Sun1	33.055556	154	181	0	0	63	82	0	0	0	0	0	0	0	0	115	0	0	0	0
Psmb7	33.055556	122	75	0	0	0	0	0	0	0	0	0	0	164	234	0	0	0	0	0
Ppara	33.055556	0	0	0	0	101	94	0	0	0	0	0	0	223	177	0	0	0	0	0
Kptn	33.055556	116	247	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0
Gpat4	33.055556	0	0	0	0	0	0	0	0	0	0	0	0	229	100	266	0	0	0	0
Fam234a	33.055556	0	0	0	0	108	101	0	0	0	0	0	0	137	0	125	0	124	0	0
Efna4	33.055556	0	0	0	0	86	84	213	0	0	212	0	0	0	0	0	0	0	0	0
Commd5	33.055556	0	127	0	0	0	0	0	0	0	0	0	0	148	151	0	169	0	0	0
Zfp467	33.000000	0	0	0	0	0	0	0	0	0	0	0	0	278	0	316	0	0	0	0
Xpo7	33.000000	0	0	0	0	0	0	0	0	0	0	0	0	166	196	232	0	0	0	0
Trappc2l	33.000000	143	148	0	0	0	0	0	0	0	0	0	0	159	0	0	0	144	0	0
Qsox2	33.000000	128	105	0	0	0	0	123	0	0	134	0	0	104	0	0	0	0	0	0
Ptk7	33.000000	0	0	0	0	0	0	175	0	0	174	0	0	120	125	0	0	0	0	0
