Target_genes	Tcf7|Average	SRX3154102|CD4-Positive_T-Lymphocytes	SRX4667998|CD4-Positive_T-Lymphocytes	SRX4668000|CD4-Positive_T-Lymphocytes	SRX1411153|CD4_CD8_double_positive_cells	SRX1267280|CD8-Positive_T-Lymphocytes	SRX1267281|CD8-Positive_T-Lymphocytes	SRX373141|CD8-Positive_T-Lymphocytes	SRX092472|EML_	SRX2438808|Natural_Killer_T-Cells	SRX2438811|Natural_Killer_T-Cells	SRX3154101|Tfh	SRX1411151|Thymocytes	SRX1411152|Thymocytes	SRX1411163|Thymocytes	SRX275397|Thymus	SRX389596|Thymus	SRX4667999|Treg	STRING
Capn2	35.470588	0	0	0	0	0	0	0	0	0	0	0	0	303	300	0	0	0	0
Bnc1	35.470588	0	0	0	0	0	0	0	0	0	0	0	0	438	165	0	0	0	0
Ulk1	35.411765	0	0	0	0	0	0	0	205	0	0	0	0	179	218	0	0	0	0
Sox30	35.411765	0	0	0	0	0	0	0	0	0	0	0	0	273	329	0	0	0	0
Selenoi	35.411765	0	0	0	0	0	0	0	0	0	0	0	0	313	197	92	0	0	0
Rprd2	35.411765	0	0	0	0	0	0	0	156	0	0	0	0	0	181	265	0	0	0
Nbeal2	35.411765	0	0	0	0	0	0	0	0	0	0	0	0	365	237	0	0	0	0
Knl1	35.411765	0	0	0	0	0	0	0	238	0	0	0	0	0	259	105	0	0	0
H4c9	35.411765	0	0	0	0	0	0	0	161	0	0	0	0	0	289	152	0	0	0
Fbxo28	35.411765	0	0	0	0	0	0	0	0	0	0	0	0	313	289	0	0	0	0
Brd7	35.411765	0	0	0	0	0	0	0	115	0	0	0	0	206	281	0	0	0	0
Wdr92	35.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	153	353	95	0	0
Stard10	35.352941	0	0	0	0	0	0	0	0	0	0	0	0	303	298	0	0	0	0
Pop7	35.352941	0	0	0	0	0	0	0	99	0	0	0	0	0	320	182	0	0	0
Pno1	35.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	153	353	95	0	0
Grin1os	35.352941	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0
Elmo1	35.352941	0	0	0	0	0	0	0	142	0	0	0	0	206	253	0	0	0	0
Cmtm6	35.352941	0	0	0	0	0	0	0	100	0	0	0	0	0	382	119	0	0	0
Capza2	35.352941	0	0	0	0	0	0	0	136	0	0	0	0	162	211	92	0	0	0
Zfp157	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	400	200	0	0	0
Trim39	35.294118	0	0	0	0	0	0	0	123	0	0	0	0	219	258	0	0	0	0
Sos2	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	365	235	0	0	0	0
Rabggtb	35.294118	0	0	0	0	0	0	0	183	0	0	0	0	0	289	128	0	0	0
Pgd	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	179	421	0	0	0	0
Nup214	35.294118	0	0	0	0	0	0	0	273	0	0	0	0	0	211	116	0	0	0
Mier2	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	382	218	0	0	0	0
Krtap31-1	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0
Gm10318	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0
Dusp22	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	273	327	0	0	0	0
Dscam	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	303	297	0	0	0	0
Dnajb1	35.294118	0	0	0	0	0	0	0	374	0	0	0	0	0	226	0	0	0	0
Diablo	35.294118	0	0	0	0	0	0	0	0	0	0	0	0	283	218	99	0	0	0
Cpeb1	35.294118	0	0	0	114	0	0	0	0	0	0	0	0	335	151	0	0	0	0
Arpc5	35.294118	0	0	0	0	0	0	0	115	0	0	0	0	273	212	0	0	0	0
Tram1l1	35.235294	0	0	0	0	0	0	0	0	0	0	0	0	293	306	0	0	0	0
Tarbp2	35.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	165	216	218	0	0
Sp8	35.235294	0	0	0	189	0	0	0	0	0	0	0	0	410	0	0	0	0	0
Kif2a	35.235294	0	0	0	0	0	0	0	113	0	0	0	0	179	307	0	0	0	0
Iars2	35.235294	0	0	0	0	0	0	0	0	0	0	0	0	283	316	0	0	0	0
Hacd1	35.235294	0	0	0	0	0	0	0	0	0	0	0	0	241	358	0	0	0	0
Adam17	35.235294	0	0	0	0	0	0	0	119	0	0	0	0	0	177	180	123	0	0
2310057M21Rik	35.235294	0	0	0	0	0	0	0	0	0	0	0	0	170	429	0	0	0	0
Zbtb9	35.176471	0	0	0	0	0	0	0	158	0	0	0	0	324	0	116	0	0	0
Vipr1	35.176471	0	0	0	0	0	0	0	0	0	0	0	0	430	168	0	0	0	0
Slirp	35.176471	0	0	0	0	0	0	0	109	0	0	0	0	0	489	0	0	0	0
Slc48a1	35.176471	0	0	0	0	0	0	0	254	0	0	0	0	112	232	0	0	0	0
Pou4f1	35.176471	0	0	0	142	0	0	0	0	0	0	0	0	291	165	0	0	0	0
Nrp	35.176471	0	0	0	0	0	0	0	109	0	0	0	0	0	489	0	0	0	0
Lyzl4	35.176471	0	0	0	0	0	0	0	0	0	0	0	0	430	168	0	0	0	0
Ffar4	35.176471	0	0	0	0	0	0	0	0	0	0	0	0	334	264	0	0	0	0
Dbr1	35.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	434	164	0	0	0
Dapp1	35.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	450	148	0	0	0
Bloc1s6	35.176471	0	0	0	0	0	0	0	336	0	0	0	0	0	262	0	0	0	0
Atp6v1e1	35.176471	0	0	0	0	0	0	0	124	0	0	0	0	0	276	198	0	0	0
Arf4	35.176471	0	0	0	0	0	0	0	92	0	0	0	0	0	211	130	165	0	0
Alkbh1	35.176471	0	0	0	0	0	0	0	109	0	0	0	0	0	489	0	0	0	0
Zcchc8	35.117647	0	0	0	0	0	0	0	126	0	0	0	0	0	368	103	0	0	0
Vps33b	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	249	194	154	0	0
Vps13b	35.117647	0	0	0	0	0	0	0	104	0	0	0	0	145	348	0	0	0	0
Tufm	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	291	223	83	0	0
Tm7sf3	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	313	284	0	0	0	0
Tefm	35.117647	0	0	0	0	0	0	0	215	0	0	0	0	0	289	93	0	0	0
Tatdn2	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	293	244	60	0	0	0
Syt15	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	355	242	0	0	0	0
Rtn4rl1	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	397	200	0	0	0	0
Rnf141	35.117647	0	0	0	0	0	0	0	216	0	0	0	0	0	250	131	0	0	0
Ppp2r1b	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	293	304	0	0	0	0
Pik3r3	35.117647	0	0	0	0	0	0	0	204	0	0	0	0	0	162	140	91	0	0
Mpc2	35.117647	0	0	0	0	0	0	0	263	0	0	0	0	0	223	111	0	0	0
Mapkapk2	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	283	314	0	0	0	0
Bcor	35.117647	0	0	0	213	0	0	0	0	0	0	0	0	384	0	0	0	0	0
Abraxas1	35.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	401	196	0	0	0
Zfp212	35.058824	0	0	0	0	0	0	0	105	0	0	0	0	0	386	105	0	0	0
Sulf2	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	366	230	0	0	0	0
Rufy3	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	365	231	0	0	0	0
Ptpru	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	357	239	0	0	0	0
Ppp4r4	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	272	324	0	0	0	0
Nectin3	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	400	196	0	0	0	0
Lrrc8c	35.058824	0	0	0	0	0	0	0	89	0	0	0	0	188	195	124	0	0	0
Krtap1-3	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0
Hspa12b	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	313	283	0	0	0	0
Csgalnact2	35.058824	0	0	0	0	0	0	0	164	0	0	0	0	170	262	0	0	0	0
Ccne2	35.058824	0	0	0	0	0	0	0	99	0	0	0	0	256	241	0	0	0	0
Ash2l	35.058824	0	0	0	0	0	0	0	0	0	0	0	0	197	198	201	0	0	0
Slf2	35.000000	0	0	0	0	0	0	0	91	0	0	0	0	0	361	143	0	0	0
Rtca	35.000000	0	0	0	0	0	0	0	165	0	0	0	0	0	316	114	0	0	0
Polr2j	35.000000	0	0	0	0	0	0	0	177	0	0	0	0	0	113	305	0	0	0
Ndst2	35.000000	0	0	0	0	0	0	0	114	0	0	0	0	357	124	0	0	0	0
Copz2	35.000000	0	0	0	0	0	0	0	0	0	0	0	0	254	341	0	0	0	0
Cdk5r2	35.000000	0	0	0	0	0	0	0	0	0	0	0	0	352	243	0	0	0	0
Ccdc181	35.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	180	281	134	0	0
Asxl3	35.000000	0	0	0	0	0	0	0	0	0	0	0	0	399	196	0	0	0	0
Arglu1	35.000000	0	0	0	0	0	0	0	107	0	0	0	0	254	234	0	0	0	0
Tpmt	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	283	215	96	0	0	0
Tmem121	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	355	239	0	0	0	0
Rplp1	34.941176	0	0	0	0	0	0	0	92	0	0	0	0	0	362	140	0	0	0
Rpl34-ps1	34.941176	0	0	0	0	104	0	0	141	0	0	0	0	0	349	0	0	0	0
Rpl34	34.941176	0	0	0	0	104	0	0	141	0	0	0	0	0	349	0	0	0	0
Prdm10	34.941176	0	0	0	0	0	0	0	81	0	0	0	0	162	351	0	0	0	0
Plpp1	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	293	301	0	0	0	0
Plcg2	34.941176	0	0	0	0	0	0	0	71	0	0	0	0	216	307	0	0	0	0
Pgbd5	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	339	255	0	0	0	0
Ndufb4	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	420	174	0	0	0
Ncor1	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	303	291	0	0	0	0
Kdm1b	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	283	215	96	0	0	0
Kcna2	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	273	321	0	0	0	0
Irak1bp1	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	313	281	0	0	0	0
Hacd2	34.941176	0	0	0	0	0	0	0	93	0	0	0	0	225	276	0	0	0	0
Eif4g3	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	244	247	103	0	0	0
9530068E07Rik	34.941176	0	0	0	0	0	0	0	0	0	0	0	0	145	308	141	0	0	0
Smim15	34.882353	0	0	0	0	0	0	0	116	0	0	0	0	0	477	0	0	0	0
Shroom4	34.882353	0	0	0	165	0	0	0	0	0	0	0	0	267	161	0	0	0	0
Psip1	34.882353	0	0	0	0	0	0	0	100	0	0	0	0	136	209	148	0	0	0
Otulinl	34.882353	0	0	0	0	0	0	0	0	0	0	0	0	293	300	0	0	0	0
Lsr	34.882353	0	0	0	0	0	0	0	0	0	0	0	0	376	217	0	0	0	0
Gnb2	34.882353	0	0	0	0	0	0	0	467	0	0	0	0	0	0	126	0	0	0
Gm3696	34.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0
Fam187b	34.882353	0	0	0	0	0	0	0	0	0	0	0	0	376	217	0	0	0	0
Cox19	34.882353	0	0	0	0	0	0	0	346	0	0	0	0	0	121	126	0	0	0
Cog1	34.882353	0	0	0	0	0	0	0	0	0	0	0	95	263	235	0	0	0	0
Cabp1	34.882353	0	0	0	0	0	0	0	0	0	0	0	0	298	295	0	0	0	0
Znhit2	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	188	257	147	0	0	0
Sh3pxd2a	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	235	357	0	0	0	0
Rnpep	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	340	252	0	0	0	0
Pelp1	34.823529	0	0	0	0	0	0	0	94	0	0	0	0	0	345	153	0	0	0
Odf2	34.823529	0	0	0	0	0	0	0	149	0	0	0	0	254	189	0	0	0	0
Nacc2	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	313	279	0	0	0	0
Mars2	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	188	310	94	0	0	0
Hint2	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	206	267	119	0	0	0
Fbxo43	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	303	289	0	0	0	0
Clec16a	34.823529	0	0	0	0	0	0	0	0	0	0	0	0	330	262	0	0	0	0
Chfr	34.823529	0	0	0	0	99	0	0	114	0	0	0	0	0	236	143	0	0	0
Bola1	34.823529	0	0	0	0	0	0	0	121	0	0	0	0	0	222	249	0	0	0
Zdhhc5	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	197	394	0	0	0	0
Vstm4	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	384	207	0	0	0	0
Usp42	34.764706	0	0	0	0	113	0	0	149	0	0	0	0	153	176	0	0	0	0
Tmem268	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	273	318	0	0	0	0
Ppp1r9a	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	235	356	0	0	0	0
Pcif1	34.764706	0	0	0	0	0	0	0	199	0	0	0	0	145	247	0	0	0	0
Nr2f6	34.764706	0	0	0	102	0	0	0	0	0	0	0	0	403	86	0	0	0	0
Kdsr	34.764706	0	0	0	0	0	0	0	176	0	0	0	0	0	283	132	0	0	0
Evi5l	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	145	446	0	0	0	0
Ccdc7a	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0
B4galt2	34.764706	0	0	0	190	0	0	0	0	0	0	0	0	307	94	0	0	0	0
Apba1	34.764706	0	0	0	0	0	0	0	0	0	0	0	0	329	262	0	0	0	0
Zfp69	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	254	336	0	0	0	0
Trmt44	34.705882	0	0	0	0	0	0	0	140	0	0	0	0	0	253	197	0	0	0
Tmem108	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	334	256	0	0	0	0
Sidt2	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	145	306	139	0	0	0
Scn4b	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	283	307	0	0	0	0
Rpl37a	34.705882	0	0	0	0	0	0	0	85	0	0	0	0	0	309	196	0	0	0
Rangap1	34.705882	0	0	0	0	0	0	0	117	0	0	0	0	0	322	151	0	0	0
Psmg1	34.705882	0	0	0	0	0	0	0	157	0	0	0	0	0	433	0	0	0	0
Nxn	34.705882	0	0	0	0	0	0	0	135	0	0	0	0	216	239	0	0	0	0
Noc4l	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	253	160	177	0	0	0
N4bp2	34.705882	0	0	0	0	0	0	0	81	0	0	0	0	269	240	0	0	0	0
Map7d1	34.705882	0	0	0	0	0	0	0	105	0	0	0	0	283	202	0	0	0	0
Foxj2	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	303	287	0	0	0	0
Dpy19l1	34.705882	0	0	0	0	0	0	0	127	0	0	0	0	197	266	0	0	0	0
Ddx51	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	253	160	177	0	0	0
Ctdspl	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	313	277	0	0	0	0
Chd1	34.705882	0	0	0	0	0	0	0	0	0	0	0	0	321	269	0	0	0	0
Caprin2	34.705882	0	0	0	0	0	0	0	137	0	0	0	0	0	229	136	88	0	0
Acp2	34.705882	0	0	0	0	76	0	0	352	0	0	0	0	0	162	0	0	0	0
Zfp106	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	244	345	0	0	0	0
Stpg2	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	211	197	181	0	0
Sprtn	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	283	203	103	0	0	0
Slx4ip	34.647059	0	0	0	0	104	0	0	98	0	0	0	0	0	198	189	0	0	0
Slc27a3	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	449	140	0	0	0	0
Sbf2	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	327	262	0	0	0	0
Rad51	34.647059	0	0	0	0	0	0	0	167	0	0	0	0	0	422	0	0	0	0
Parp8	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	283	306	0	0	0	0
Mkks	34.647059	0	0	0	0	104	0	0	98	0	0	0	0	0	198	189	0	0	0
Lonp2	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	410	99	80	0	0
Itch	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	145	444	0	0	0	0
Haus5	34.647059	0	0	0	0	0	0	0	306	0	0	0	0	0	117	166	0	0	0
Glis3	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	344	245	0	0	0	0
Fignl2	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	425	164	0	0	0	0
Exoc8	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	283	203	103	0	0	0
Dedd	34.647059	0	0	0	0	0	0	0	105	0	0	0	0	0	331	153	0	0	0
Chd5	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	420	169	0	0	0	0
Bdnf	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	273	316	0	0	0	0
Amotl2	34.647059	0	0	0	0	0	0	0	0	0	0	0	0	408	181	0	0	0	0
Ube3c	34.588235	0	0	0	0	0	0	0	169	0	0	0	0	0	345	74	0	0	0
Trpm7	34.588235	0	0	0	0	0	0	0	217	0	0	0	0	197	174	0	0	0	0
Orc3	34.588235	0	0	0	0	0	0	0	105	0	0	0	0	0	371	112	0	0	0
Mark2	34.588235	0	0	0	0	0	0	0	0	0	0	0	0	355	233	0	0	0	0
Hmgb2	34.588235	0	0	0	0	0	0	0	130	0	0	0	0	0	292	166	0	0	0
Galnt18	34.588235	0	0	0	0	0	0	0	0	0	0	0	0	283	305	0	0	0	0
Dek	34.588235	0	0	0	0	0	0	0	97	0	0	0	0	235	256	0	0	0	0
D230025D16Rik	34.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	303	285	0	0	0
Cdca4	34.588235	0	0	0	0	0	0	0	98	0	0	0	0	162	209	119	0	0	0
Baiap2l1	34.588235	0	0	0	0	0	0	0	0	0	0	0	0	324	264	0	0	0	0
Zic1	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	355	232	0	0	0	0
Tnrc6c	34.529412	0	0	0	0	0	0	0	215	0	0	0	0	179	193	0	0	0	0
Tmed10	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	235	352	0	0	0	0
Slc25a5	34.529412	0	0	0	115	0	0	0	0	0	0	0	0	225	247	0	0	0	0
Rarb	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	263	324	0	0	0	0
Pqlc2	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	365	222	0	0	0	0
Ppp6r2	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	254	333	0	0	0	0
Polr2m	34.529412	0	0	0	0	0	0	0	112	0	0	0	0	0	222	253	0	0	0
Nacc1	34.529412	0	0	0	0	0	0	0	126	0	0	0	0	254	207	0	0	0	0
Mtmr12	34.529412	0	0	0	0	0	0	0	86	0	0	0	0	0	340	161	0	0	0
Klf9	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	365	222	0	0	0	0
Gpd1l	34.529412	0	0	0	0	0	0	0	82	0	0	0	0	206	299	0	0	0	0
Gna13	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	303	284	0	0	0	0
Gadd45a	34.529412	0	0	0	0	0	0	0	136	0	0	0	0	0	316	135	0	0	0
Dnmt1	34.529412	0	0	0	0	0	0	0	206	0	0	0	0	0	225	156	0	0	0
Cfl1	34.529412	0	0	0	0	0	0	0	97	0	0	0	0	313	177	0	0	0	0
Cd2ap	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	162	290	135	0	0	0
Bmp6	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	409	178	0	0	0	0
Akr7a5	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	365	222	0	0	0	0
A430005L14Rik	34.529412	0	0	0	0	0	0	0	0	0	0	0	0	263	324	0	0	0	0
Tasp1	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	179	309	98	0	0	0
Stac2	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	304	282	0	0	0	0
Spag6l	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	469	117	0	0	0
Slc9a1	34.470588	0	0	0	0	0	0	0	300	0	0	0	0	0	286	0	0	0	0
Rab11a	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	188	398	0	0	0	0
Noxo1	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	395	191	0	0	0	0
Marchf5	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	290	296	0	0	0	0
Lsm6	34.470588	0	0	0	0	99	0	0	0	0	0	0	0	120	151	110	106	0	0
Klhl26	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	254	332	0	0	0	0
Gtf3c6	34.470588	0	0	0	0	0	0	0	114	0	0	0	0	0	162	310	0	0	0
Gfer	34.470588	0	0	0	0	0	0	0	0	0	0	0	0	395	191	0	0	0	0
Usp2	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	355	230	0	0	0	0
Pip5k1a	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	174	243	168	0	0
Paox	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	273	312	0	0	0	0
Ncoa2	34.411765	0	0	0	0	0	0	0	69	0	0	0	0	201	199	116	0	0	0
Erf	34.411765	0	0	0	0	0	0	0	122	0	0	0	0	273	190	0	0	0	0
Eif2ak4	34.411765	0	0	0	0	0	0	0	103	0	0	0	0	206	276	0	0	0	0
Clip4	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	303	282	0	0	0	0
Asic1	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	366	219	0	0	0	0
A930018P22Rik	34.411765	0	0	0	0	0	0	0	0	0	0	0	0	293	292	0	0	0	0
Usp37	34.352941	0	0	0	0	0	0	0	93	0	0	0	0	0	311	180	0	0	0
Skp2	34.352941	0	0	0	0	0	0	0	162	0	0	0	0	0	266	156	0	0	0
Rnf146	34.352941	0	0	0	0	0	0	0	60	0	0	0	0	197	327	0	0	0	0
Rgcc	34.352941	0	0	0	0	95	0	0	181	0	0	0	0	0	182	126	0	0	0
Pld6	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	235	349	0	0	0	0
Nup188	34.352941	0	0	0	0	0	0	0	105	0	0	0	0	216	263	0	0	0	0
Lmbrd2	34.352941	0	0	0	0	0	0	0	162	0	0	0	0	0	266	156	0	0	0
H4c8	34.352941	0	0	0	0	0	0	0	201	0	0	0	0	0	240	143	0	0	0
Fam124a	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	254	330	0	0	0	0
Dolk	34.352941	0	0	0	0	0	0	0	105	0	0	0	0	216	263	0	0	0	0
Cnpy2	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	217	276	91	0	0
Cnot9	34.352941	0	0	0	0	0	0	0	93	0	0	0	0	0	311	180	0	0	0
Cdca7l	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	293	291	0	0	0	0
Atg9a	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	273	184	127	0	0	0
Ankzf1	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	273	184	127	0	0	0
Alkbh5	34.352941	0	0	0	0	0	0	0	0	0	0	0	0	188	254	142	0	0	0
Zfp592	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	382	201	0	0	0	0
Txnl4b	34.294118	0	0	0	0	0	0	0	94	0	0	0	0	0	136	219	134	0	0
Rfx8	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	277	306	0	0	0	0
Rab12	34.294118	0	0	0	0	0	0	0	127	0	0	0	0	0	339	117	0	0	0
Ptpa	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	365	218	0	0	0	0
Pofut1	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	235	259	89	0	0	0
Plagl2	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	235	259	89	0	0	0
Nudt3	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	328	255	0	0	0	0
Kbtbd11	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	331	252	0	0	0	0
Htr4	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	225	358	0	0	0	0
H2-L	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	273	310	0	0	0	0
H2-D1	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	273	310	0	0	0	0
Gale	34.294118	0	0	0	0	0	0	0	104	0	0	0	0	0	0	273	206	0	0
Epc2	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	334	249	0	0	0	0
Dhx38	34.294118	0	0	0	0	0	0	0	94	0	0	0	0	0	136	219	134	0	0
Deup1	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	179	404	0	0	0	0
Crat	34.294118	0	0	0	0	0	0	0	0	0	0	0	0	365	218	0	0	0	0
Tbc1d31	34.235294	0	0	0	0	0	0	0	93	0	0	0	0	0	369	120	0	0	0
Sec11a	34.235294	0	147	0	0	105	0	0	86	0	0	0	0	0	137	107	0	0	0
Rpp25	34.235294	0	0	0	0	0	0	0	0	0	0	0	0	344	238	0	0	0	0
Mei4	34.235294	0	0	0	0	0	0	0	128	0	0	0	0	0	117	238	99	0	0
H60b	34.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0
Dpp9	34.235294	0	0	0	0	0	0	0	121	0	0	0	0	170	291	0	0	0	0
Dgkg	34.235294	0	0	0	0	0	0	0	0	0	0	0	0	216	366	0	0	0	0
Ddx55	34.235294	0	0	0	0	0	0	0	142	0	0	0	0	0	246	194	0	0	0
Crybg3	34.235294	0	0	0	0	0	0	0	0	0	0	0	0	225	357	0	0	0	0
Camkv	34.235294	0	0	0	0	0	0	0	0	0	0	0	0	370	212	0	0	0	0
Bbs10	34.235294	0	0	0	0	0	0	0	175	0	0	0	0	0	272	135	0	0	0
Txk	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	222	0	0
Snai1	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	334	247	0	0	0	0
Smchd1	34.176471	0	0	0	0	0	0	0	90	0	0	0	0	170	321	0	0	0	0
Sgpp1	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	244	337	0	0	0	0
Rnft2	34.176471	0	0	0	0	0	0	0	157	0	0	0	0	0	225	199	0	0	0
Rasip1	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	403	178	0	0	0	0
Nfe2	34.176471	0	0	0	0	0	0	0	345	0	0	0	0	0	236	0	0	0	0
Igf2	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	344	237	0	0	0	0
Gtf3c4	34.176471	0	0	0	0	0	0	0	121	0	0	0	0	0	226	234	0	0	0
Ddx31	34.176471	0	0	0	0	0	0	0	121	0	0	0	0	0	226	234	0	0	0
Cyp2u1	34.176471	0	0	0	0	0	0	0	0	0	0	0	0	179	402	0	0	0	0
Cirbp	34.176471	0	0	0	0	0	0	0	355	0	0	0	0	226	0	0	0	0	0
Atg7	34.176471	0	0	0	0	0	0	0	292	0	0	0	0	0	0	289	0	0	0
