Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Ppp3r1	36.291667	0	0	0	0	153	209	137	0	0	0	0	0	0	0	120	0	0	0	0	141	0	111	0	0	0
Marchf6	36.291667	0	0	0	0	137	228	198	0	0	0	0	0	109	0	0	0	0	0	0	199	0	0	0	0	0
Lpcat3	36.291667	0	0	0	0	304	457	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Jmjd1c	36.291667	0	0	0	0	78	272	160	0	0	0	0	0	0	0	0	0	0	0	0	162	0	102	0	97	0
Irak2	36.291667	0	0	0	0	197	305	126	0	0	0	0	0	115	0	0	0	0	0	0	128	0	0	0	0	0
Fam229b	36.291667	0	0	0	0	172	152	188	0	79	0	0	0	94	0	0	0	0	0	0	186	0	0	0	0	0
Ap2b1	36.291667	0	0	0	0	140	241	245	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0
Zfp658	36.250000	0	0	0	0	119	184	141	0	0	0	0	0	287	0	0	0	0	0	0	139	0	0	0	0	0
Trnp1	36.250000	0	0	0	0	167	272	139	0	0	0	0	0	154	0	0	0	0	0	0	138	0	0	0	0	0
Sdf4	36.250000	0	0	0	0	215	220	141	0	0	0	0	0	164	0	0	0	0	0	0	130	0	0	0	0	0
Mri1	36.250000	0	0	0	0	149	95	241	0	0	0	0	0	141	0	0	0	0	0	0	244	0	0	0	0	0
Dmap1	36.250000	0	0	0	0	222	152	194	0	0	0	0	0	107	0	0	0	0	0	0	195	0	0	0	0	0
B4galt5	36.250000	0	0	0	0	129	324	207	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
B3galt6	36.250000	0	0	0	0	215	220	141	0	0	0	0	0	164	0	0	0	0	0	0	130	0	0	0	0	0
Arhgap32	36.250000	0	0	0	0	261	305	152	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0
Zc3h8	36.208333	0	0	0	0	192	161	137	0	0	0	0	0	103	0	137	0	0	0	0	139	0	0	0	0	0
Timm22	36.208333	0	0	0	0	172	260	142	0	0	0	0	0	152	0	0	0	0	0	0	143	0	0	0	0	0
Rnf20	36.208333	0	0	0	0	134	123	210	0	0	0	0	0	94	0	0	0	0	0	0	205	0	103	0	0	0
Ptn	36.208333	0	0	0	0	230	305	95	0	0	0	0	0	144	0	0	0	0	0	0	95	0	0	0	0	0
Ndufs6	36.208333	0	0	0	0	93	199	232	0	0	0	0	0	0	0	113	0	0	0	0	232	0	0	0	0	0
Nap1l4	36.208333	0	0	0	0	162	242	142	0	0	0	0	0	104	0	0	0	0	0	0	142	0	77	0	0	0
Mcl1	36.208333	0	0	0	0	143	212	154	0	0	0	110	0	0	0	0	0	0	0	0	156	94	0	0	0	0
Kmt5a	36.208333	0	0	0	0	245	268	126	0	0	0	0	0	0	0	0	0	0	0	0	130	0	100	0	0	0
Kctd13	36.208333	0	0	0	0	228	210	161	0	0	0	0	0	111	0	0	0	0	0	0	159	0	0	0	0	0
Gskip	36.208333	0	0	0	0	150	232	199	0	0	0	0	0	87	0	0	0	0	0	0	201	0	0	0	0	0
Fbxl17	36.208333	0	0	0	0	157	291	211	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
Fblim1	36.208333	0	0	0	0	242	399	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Cpz	36.208333	0	0	0	0	280	398	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Atg2b	36.208333	0	0	0	0	150	232	199	0	0	0	0	0	87	0	0	0	0	0	0	201	0	0	0	0	0
Zfp617	36.166667	0	0	0	0	0	160	132	0	0	0	0	0	133	0	84	0	0	0	0	119	69	73	0	98	0
Wdr78	36.166667	0	0	0	0	189	219	230	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0
Trim66	36.166667	0	0	0	0	178	208	185	0	0	0	0	0	113	0	0	0	0	0	0	184	0	0	0	0	0
Prkar2b	36.166667	0	0	0	0	311	358	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0
Pdpn	36.166667	0	0	0	0	182	131	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0
Lrig3	36.166667	0	0	0	0	192	272	111	0	0	0	0	0	182	0	0	0	0	0	0	111	0	0	0	0	0
Lrig2	36.166667	0	0	0	0	147	265	227	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0
Kptn	36.166667	0	0	0	0	149	217	164	0	0	0	0	0	171	0	0	0	0	0	0	167	0	0	0	0	0
Insig2	36.166667	0	0	0	0	157	222	142	0	0	0	0	0	107	0	97	0	0	0	0	143	0	0	0	0	0
Cenpe	36.166667	0	0	0	0	191	225	186	0	0	0	0	0	82	0	0	0	0	0	0	184	0	0	0	0	0
Cdc37l1	36.166667	0	0	0	0	192	164	129	0	0	0	0	0	0	0	91	0	0	0	0	128	91	73	0	0	0
Armh4	36.166667	0	0	0	0	195	222	143	0	0	0	0	0	167	0	0	0	0	0	0	141	0	0	0	0	0
Xrcc1	36.125000	0	0	0	0	211	167	196	0	0	0	0	0	96	0	0	0	0	0	0	197	0	0	0	0	0
Sel1l3	36.125000	0	0	0	0	261	253	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0
Pop7	36.125000	0	0	0	0	252	221	197	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Pinlyp	36.125000	0	0	0	0	211	167	196	0	0	0	0	0	96	0	0	0	0	0	0	197	0	0	0	0	0
Nob1	36.125000	0	0	0	0	197	227	150	0	0	0	0	0	139	0	0	0	0	0	0	154	0	0	0	0	0
Mlph	36.125000	0	0	0	0	134	192	222	0	0	0	0	0	100	0	0	0	0	0	0	219	0	0	0	0	0
Jade2	36.125000	0	0	0	0	261	367	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Exoc6	36.125000	0	0	0	0	255	316	101	0	0	0	0	0	95	0	0	0	0	0	0	100	0	0	0	0	0
Zc3h7a	36.083333	0	0	0	0	298	347	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Ypel1	36.083333	0	0	0	0	128	218	116	0	0	0	0	0	285	0	0	0	0	0	0	119	0	0	0	0	0
Srxn1	36.083333	0	0	0	0	129	197	191	0	0	0	0	0	158	0	0	0	0	0	0	191	0	0	0	0	0
Selenoh	36.083333	0	0	0	0	237	277	134	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	80	0
Rbm19	36.083333	0	0	0	0	275	137	104	0	0	0	0	0	101	0	145	0	0	0	0	104	0	0	0	0	0
Pdhb	36.083333	0	0	0	0	180	176	205	0	0	0	0	0	0	0	0	0	0	0	0	201	0	104	0	0	0
Hipk1	36.083333	0	0	0	0	148	185	134	0	0	0	134	0	0	0	134	0	0	0	0	131	0	0	0	0	0
Glp1r	36.083333	0	0	0	0	182	388	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0
Eif3g	36.083333	0	0	0	0	146	192	189	0	0	0	0	0	147	0	0	0	0	0	0	192	0	0	0	0	0
Eefsec	36.083333	0	0	0	0	260	276	95	0	0	0	0	0	139	0	0	0	0	0	0	96	0	0	0	0	0
Yaf2	36.041667	0	0	0	0	225	468	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a7	36.041667	0	0	0	0	171	292	128	0	0	0	0	0	146	0	0	0	0	0	0	128	0	0	0	0	0
Ndufaf2	36.041667	0	0	0	0	216	265	142	0	0	0	0	0	101	0	0	0	0	0	0	141	0	0	0	0	0
Hsd17b11	36.041667	0	0	0	0	150	222	0	0	105	0	110	0	171	0	0	0	0	0	0	0	0	107	0	0	0
Faf2	36.041667	0	0	0	0	168	251	224	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Extl2	36.041667	0	0	0	0	171	292	128	0	0	0	0	0	146	0	0	0	0	0	0	128	0	0	0	0	0
Ercc8	36.041667	0	0	0	0	216	265	142	0	0	0	0	0	101	0	0	0	0	0	0	141	0	0	0	0	0
Emb	36.041667	0	0	0	0	338	373	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Dock5	36.041667	0	0	0	0	323	281	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Crk	36.041667	0	0	0	0	198	255	127	0	0	0	0	0	161	0	0	0	0	0	0	124	0	0	0	0	0
Crim1	36.041667	0	0	0	0	199	291	0	0	0	0	0	0	246	0	0	0	0	129	0	0	0	0	0	0	0
Ap1s2	36.041667	0	0	0	0	164	309	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	140	0	0	0
Adora1	36.041667	0	0	0	0	263	334	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Ubp1	36.000000	0	0	0	0	119	188	235	0	0	0	0	0	88	0	0	0	0	0	0	234	0	0	0	0	0
Rab28	36.000000	0	0	0	0	161	176	177	0	0	0	0	0	167	0	0	0	0	0	0	183	0	0	0	0	0
Ppp6r2	36.000000	0	0	0	0	350	272	0	0	0	0	0	0	152	0	0	0	0	0	0	0	90	0	0	0	0
Plekho1	36.000000	0	0	0	0	269	415	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Nudc	36.000000	0	0	0	0	149	168	206	0	0	0	0	0	140	0	0	0	0	0	0	201	0	0	0	0	0
Msto1	36.000000	0	0	0	0	109	286	185	0	0	0	0	0	97	0	0	0	0	0	0	187	0	0	0	0	0
Armc1	36.000000	0	0	0	0	171	200	119	0	0	0	0	0	120	0	68	0	0	0	0	119	0	67	0	0	0
Spata24	35.958333	0	0	0	0	120	162	292	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0
Rhbdl2	35.958333	0	0	0	0	0	109	193	0	0	0	0	0	0	0	0	0	0	0	0	193	0	131	81	156	0
Ppp2r2d	35.958333	0	0	0	0	0	186	291	0	0	0	0	0	0	0	0	0	0	0	0	290	0	96	0	0	0
Osgin1	35.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	333	0	0	0	136	0	156	0
Ntm	35.958333	0	0	0	0	250	224	86	0	0	0	0	0	207	0	0	0	0	0	0	96	0	0	0	0	0
Mrpl38	35.958333	0	0	0	0	199	331	166	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0
Mapk1ip1	35.958333	0	0	0	0	0	186	291	0	0	0	0	0	0	0	0	0	0	0	0	290	0	96	0	0	0
Lyst	35.958333	0	0	0	0	222	145	248	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0
Kbtbd8	35.958333	0	0	0	0	185	222	168	0	0	0	0	0	120	0	0	0	0	0	0	168	0	0	0	0	0
Eif3e	35.958333	0	0	0	0	197	225	156	0	0	0	0	0	130	0	0	0	0	0	0	155	0	0	0	0	0
Dzip1	35.958333	0	0	0	0	117	166	227	0	0	0	0	0	127	0	0	0	0	0	0	226	0	0	0	0	0
Cbr4	35.958333	0	0	0	0	213	208	220	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Bmyc	35.958333	0	0	0	0	223	426	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Usp38	35.916667	0	0	0	0	207	151	253	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0
Tmem259	35.916667	0	0	0	0	232	236	135	0	0	0	0	0	122	0	0	0	0	0	0	137	0	0	0	0	0
Rwdd2a	35.916667	0	0	0	0	155	201	179	0	0	0	0	0	150	0	0	0	0	0	0	177	0	0	0	0	0
Rps19	35.916667	0	0	0	0	152	101	138	0	0	0	0	0	96	0	152	0	0	0	0	137	0	86	0	0	0
Pgm3	35.916667	0	0	0	0	155	201	179	0	0	0	0	0	150	0	0	0	0	0	0	177	0	0	0	0	0
Glrb	35.916667	0	0	0	0	257	419	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Adamts10	35.916667	0	0	0	0	248	197	100	0	0	0	0	0	217	0	0	0	0	0	0	100	0	0	0	0	0
2310033P09Rik	35.916667	0	0	0	0	157	96	136	0	0	0	0	0	78	0	0	0	0	0	0	134	0	143	0	118	0
Srp14	35.875000	0	0	0	0	99	160	119	0	0	0	0	0	0	0	119	125	0	0	0	120	0	119	0	0	0
Snx3	35.875000	0	0	0	0	138	197	194	0	0	0	0	0	0	0	66	0	0	0	0	194	0	72	0	0	0
Smap1	35.875000	0	0	0	0	172	384	90	0	0	0	0	0	125	0	0	0	0	0	0	90	0	0	0	0	0
Sapcd2	35.875000	0	0	0	0	127	257	140	0	0	0	0	0	197	0	0	0	0	0	0	140	0	0	0	0	0
Rin2	35.875000	0	0	0	0	171	353	169	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0
Msi2	35.875000	0	0	0	0	206	343	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj2	35.875000	0	0	0	0	152	211	75	0	0	0	0	0	203	0	145	0	0	0	0	75	0	0	0	0	0
Golga3	35.875000	0	0	0	0	197	208	95	0	0	0	0	0	268	0	0	0	0	0	0	93	0	0	0	0	0
Sprtn	35.833333	0	0	0	0	226	256	137	0	0	0	0	0	104	0	0	0	0	0	0	137	0	0	0	0	0
Slc39a8	35.833333	0	0	0	0	173	369	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0
Shf	35.833333	0	0	0	0	217	295	0	0	0	0	0	0	0	0	210	0	0	138	0	0	0	0	0	0	0
Rad51	35.833333	0	0	0	0	165	184	90	0	0	0	0	0	130	0	99	0	0	0	0	89	0	103	0	0	0
Ppip5k2	35.833333	0	0	0	0	205	228	172	0	0	0	0	0	85	0	0	0	0	0	0	170	0	0	0	0	0
Pex11b	35.833333	0	0	0	0	106	176	194	0	0	0	0	0	105	0	0	87	0	0	0	192	0	0	0	0	0
Gm12500	35.833333	0	0	0	0	210	122	141	0	0	0	0	0	246	0	0	0	0	0	0	141	0	0	0	0	0
Gin1	35.833333	0	0	0	0	205	228	172	0	0	0	0	0	85	0	0	0	0	0	0	170	0	0	0	0	0
Exoc8	35.833333	0	0	0	0	226	256	137	0	0	0	0	0	104	0	0	0	0	0	0	137	0	0	0	0	0
Eef1g	35.833333	0	0	0	0	221	159	125	0	0	0	0	0	146	0	0	0	0	0	0	127	0	82	0	0	0
Ddx17	35.833333	0	0	0	0	142	421	148	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0
Cryba2	35.833333	0	0	0	0	206	304	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0
Cldn7	35.833333	0	0	0	0	300	455	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
Cd276	35.833333	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0
Bmpr1a	35.833333	0	0	0	0	286	377	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Ampd2	35.833333	0	0	0	0	210	122	141	0	0	0	0	0	246	0	0	0	0	0	0	141	0	0	0	0	0
Aen	35.833333	0	0	0	0	144	228	185	0	0	0	0	0	118	0	0	0	0	0	0	185	0	0	0	0	0
Zcchc9	35.791667	0	0	0	0	141	123	105	0	0	0	0	0	113	0	105	0	0	0	0	109	0	81	0	82	0
Wnt4	35.791667	0	0	0	0	328	290	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Uck2	35.791667	0	0	0	0	285	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0
Ubash3b	35.791667	0	0	0	0	139	280	166	0	0	0	0	0	109	0	0	0	0	0	0	165	0	0	0	0	0
Slc22a17	35.791667	0	0	0	0	229	341	0	0	0	0	0	0	195	0	0	0	0	94	0	0	0	0	0	0	0
R3hdm4	35.791667	0	0	0	0	111	109	0	0	0	0	0	0	0	0	142	0	0	106	0	0	136	162	0	93	0
Negr1	35.791667	0	0	0	0	153	237	0	0	0	0	0	0	390	0	79	0	0	0	0	0	0	0	0	0	0
Kiss1r	35.791667	0	0	0	0	111	109	0	0	0	0	0	0	0	0	142	0	0	106	0	0	136	162	0	93	0
Igsf9b	35.791667	0	0	0	0	160	269	0	0	0	0	0	0	171	0	259	0	0	0	0	0	0	0	0	0	0
Ankrd13c	35.791667	0	0	0	0	122	126	96	0	0	0	0	0	0	0	116	0	0	0	0	91	91	114	0	103	0
Akain1	35.791667	0	0	0	0	207	462	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc3	35.750000	0	0	0	0	0	124	366	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
Tpbg	35.750000	0	0	0	0	215	357	0	0	0	0	0	0	177	0	109	0	0	0	0	0	0	0	0	0	0
Thg1l	35.750000	0	0	0	0	222	208	125	0	0	0	0	0	179	0	0	0	0	0	0	124	0	0	0	0	0
Tagln2	35.750000	0	0	0	0	171	169	0	0	0	0	0	0	301	0	217	0	0	0	0	0	0	0	0	0	0
Srrt	35.750000	0	0	0	0	194	175	159	0	0	0	0	0	0	0	0	0	0	0	0	159	0	98	0	73	0
Rexo2	35.750000	0	0	0	0	118	130	236	0	0	0	0	0	138	0	0	0	0	0	0	236	0	0	0	0	0
Psmc4	35.750000	0	0	0	0	248	225	126	0	0	0	0	0	135	0	0	0	0	0	0	124	0	0	0	0	0
Ppdpf	35.750000	0	0	0	0	168	185	128	0	0	0	0	0	251	0	0	0	0	0	0	126	0	0	0	0	0
H3c7	35.750000	0	0	0	0	0	121	0	0	0	0	0	0	0	0	256	0	0	0	0	0	115	139	0	227	0
Extl3	35.750000	0	0	0	0	115	297	144	0	0	0	161	0	0	0	0	0	0	0	0	141	0	0	0	0	0
Bcas3	35.750000	0	0	0	0	126	123	89	0	0	0	0	0	0	0	314	118	0	0	0	88	0	0	0	0	0
Barx2	35.750000	0	0	0	0	235	308	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	35.750000	0	0	0	0	153	201	179	0	0	0	0	0	145	0	0	0	0	0	0	180	0	0	0	0	0
Usp13	35.708333	0	0	0	0	173	509	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a	35.708333	0	0	0	0	123	110	245	0	0	0	0	0	136	0	0	0	0	0	0	243	0	0	0	0	0
Raver2	35.708333	0	0	0	0	273	281	94	0	0	0	0	0	115	0	0	0	0	0	0	94	0	0	0	0	0
Pfkm	35.708333	0	0	0	0	139	188	162	0	0	0	0	0	106	0	100	0	0	0	0	162	0	0	0	0	0
Pdcd11	35.708333	0	0	0	0	252	184	175	0	0	0	0	0	71	0	0	0	0	0	0	175	0	0	0	0	0
Med25	35.708333	0	0	0	0	178	200	240	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0
Med22	35.708333	0	0	0	0	123	110	245	0	0	0	0	0	136	0	0	0	0	0	0	243	0	0	0	0	0
Fgf9	35.708333	0	0	0	0	309	321	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Atp5md	35.708333	0	0	0	0	252	184	175	0	0	0	0	0	71	0	0	0	0	0	0	175	0	0	0	0	0
Trappc11	35.666667	0	0	0	0	141	123	176	0	0	0	115	0	0	0	0	0	0	0	0	176	0	125	0	0	0
Tdrd5	35.666667	0	0	0	0	281	330	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0
Sfmbt1	35.666667	0	0	0	0	247	256	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0
Rwdd4a	35.666667	0	0	0	0	141	123	176	0	0	0	115	0	0	0	0	0	0	0	0	176	0	125	0	0	0
Leprot	35.666667	0	0	0	0	151	176	127	0	0	0	160	0	116	0	0	0	0	0	0	126	0	0	0	0	0
Gpr135	35.666667	0	0	0	0	188	317	85	0	0	0	0	0	180	0	0	0	0	0	0	86	0	0	0	0	0
Dph5	35.666667	0	0	0	0	141	225	205	0	0	0	0	0	79	0	0	0	0	0	0	206	0	0	0	0	0
Clptm1	35.666667	0	0	0	0	183	360	100	0	0	0	0	0	114	0	0	0	0	0	0	99	0	0	0	0	0
Ccdc130	35.666667	0	0	0	0	195	145	206	0	0	0	0	0	105	0	0	0	0	0	0	205	0	0	0	0	0
Ankrd13d	35.666667	0	0	0	0	190	178	186	0	0	0	0	0	112	0	0	0	0	0	0	190	0	0	0	0	0
Zfp784	35.625000	0	0	0	0	197	145	104	0	0	0	0	0	166	0	139	0	0	0	0	104	0	0	0	0	0
Ttll11	35.625000	0	0	0	0	165	224	175	0	0	0	0	0	0	0	116	0	0	0	0	175	0	0	0	0	0
Tsta3	35.625000	0	0	0	0	99	82	336	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0
Trip11	35.625000	0	0	0	0	99	168	186	0	0	0	0	0	134	0	0	82	0	0	0	186	0	0	0	0	0
Rfc1	35.625000	0	0	0	0	225	177	141	0	0	0	0	0	173	0	0	0	0	0	0	139	0	0	0	0	0
Rad9a	35.625000	0	0	0	0	229	247	115	0	0	0	0	0	149	0	0	0	0	0	0	115	0	0	0	0	0
Pcp4l1	35.625000	0	0	0	0	222	215	117	0	0	0	0	0	185	0	0	0	0	0	0	116	0	0	0	0	0
Gm13889	35.625000	0	0	0	0	232	226	104	0	0	0	0	0	190	0	0	0	0	0	0	103	0	0	0	0	0
Ccnc	35.625000	0	0	0	0	166	206	106	0	0	0	0	0	110	0	0	0	0	0	0	105	0	162	0	0	0
Atf4	35.625000	0	0	0	0	231	319	152	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0
Trub2	35.583333	0	0	0	0	157	184	168	0	0	0	0	0	78	0	96	0	0	0	0	171	0	0	0	0	0
Tex19.1	35.583333	0	0	0	0	189	272	0	0	119	0	126	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Spata18	35.583333	0	0	0	0	372	326	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Jrk	35.583333	0	0	0	0	188	287	0	0	0	0	96	0	203	0	0	80	0	0	0	0	0	0	0	0	0
Ggact	35.583333	0	0	0	0	266	338	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Coq4	35.583333	0	0	0	0	157	184	168	0	0	0	0	0	78	0	96	0	0	0	0	171	0	0	0	0	0
Cfap69	35.583333	0	0	0	0	92	0	212	0	0	0	0	0	0	0	0	0	0	0	0	212	82	115	0	141	0
Zfp277	35.541667	0	0	0	0	179	141	124	0	0	0	0	0	162	0	123	0	0	0	0	124	0	0	0	0	0
Supt5	35.541667	0	0	0	0	146	154	184	0	0	0	0	0	105	0	0	0	0	0	0	186	0	78	0	0	0
Sall4	35.541667	0	0	0	0	263	252	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0
Pde7a	35.541667	0	0	0	0	101	244	133	0	0	0	0	0	103	0	139	0	0	0	0	133	0	0	0	0	0
Lamc2	35.541667	0	0	0	0	221	298	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0
Klf5	35.541667	0	0	0	0	296	252	0	0	0	0	91	0	107	0	107	0	0	0	0	0	0	0	0	0	0
Hmx2	35.541667	0	0	0	0	250	240	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0
Dpp6	35.541667	0	0	0	0	262	408	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Dock4	35.541667	0	0	0	0	179	141	124	0	0	0	0	0	162	0	123	0	0	0	0	124	0	0	0	0	0
Unc5d	35.500000	0	0	0	0	251	392	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a44	35.500000	0	0	0	0	184	233	123	0	0	0	0	0	194	0	0	0	0	0	0	118	0	0	0	0	0
Sgpp1	35.500000	0	0	0	0	132	223	96	0	0	0	0	0	0	0	190	116	0	0	0	95	0	0	0	0	0
Prok2	35.500000	0	0	0	0	343	242	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Phrf1	35.500000	0	0	0	0	180	203	235	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0
Gli3	35.500000	0	0	0	0	228	290	0	0	0	0	0	0	225	0	0	0	0	0	0	109	0	0	0	0	0
Egr4	35.500000	0	0	0	0	0	443	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0
Ctr9	35.500000	0	0	0	0	165	0	201	0	171	0	0	0	0	0	112	0	0	0	0	203	0	0	0	0	0
Cep126	35.500000	0	0	0	0	218	520	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Arid3c	35.500000	0	0	0	0	186	349	0	0	0	0	82	0	235	0	0	0	0	0	0	0	0	0	0	0	0
4921504E06Rik	35.500000	0	0	0	0	172	402	139	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
Ttpal	35.458333	0	0	0	0	180	184	0	0	0	0	0	0	179	0	169	139	0	0	0	0	0	0	0	0	0
Tnks2	35.458333	0	0	0	0	185	424	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	118	0	0	0
Tbc1d31	35.458333	0	0	0	0	180	176	248	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Snrnp48	35.458333	0	0	0	0	164	131	214	0	0	0	0	0	124	0	0	0	0	0	0	218	0	0	0	0	0
Igfbp2	35.458333	0	0	0	0	171	558	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0
Icam1	35.458333	0	0	0	0	309	299	0	0	0	0	113	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Gtf3c2	35.458333	0	0	0	0	170	216	171	0	0	0	0	0	127	0	0	0	0	0	0	167	0	0	0	0	0
Dbi	35.458333	0	0	0	0	126	136	208	0	0	0	0	0	93	0	0	0	0	0	0	208	0	80	0	0	0
Ciita	35.458333	0	0	0	0	354	287	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Bsn	35.458333	0	0	0	0	222	450	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
3110009E18Rik	35.458333	0	0	0	0	126	136	208	0	0	0	0	0	93	0	0	0	0	0	0	208	0	80	0	0	0
Ttc13	35.416667	0	0	0	0	251	178	160	0	0	0	0	0	98	0	0	0	0	0	0	163	0	0	0	0	0
Trim7	35.416667	0	0	0	0	199	486	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Rpp21	35.416667	0	0	0	0	79	95	102	0	0	0	0	0	112	0	194	0	0	0	0	101	77	90	0	0	0
Rplp2	35.416667	0	0	0	0	108	162	133	0	0	0	0	0	314	0	0	0	0	0	0	133	0	0	0	0	0
Rpl11	35.416667	0	0	0	0	85	182	239	0	0	0	0	0	102	0	0	0	0	0	0	242	0	0	0	0	0
Prpf19	35.416667	0	0	0	0	248	226	89	0	0	0	0	0	116	0	0	0	0	0	0	91	0	80	0	0	0
