Target_genes	Ctnnb1|Average	SRX172938|Embryonic_kidney	SRX172939|Embryonic_kidney	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Rad51ap1	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Polr2e	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Mob1b	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Habp2	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
D6Wsu163e	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Cirbp	8.150000	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Nek6	8.100000	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Ier5l	8.100000	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fcrlb	8.100000	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Edrf1	8.100000	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Dtwd2	8.100000	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	8.100000	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Vegfd	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Speg	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Spag9	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Rrp15	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Phf6	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Pcolce2	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Pbk	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Nudt9	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc1	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Mrfap1	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Mnd1	8.050000	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med6	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Lhx9	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Klhl31	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Hacd1	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Eapp	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc27	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Dguok	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
Atad2b	8.050000	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	8.050000	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actb	8.050000	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
S100a11	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Pim3	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Pigt	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Nr6a1	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s1	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Agpat4	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Adcy6	8.000000	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Tti2	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Tmx2	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Ost4	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf5	7.950000	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med19	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Me3	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Mcpt8	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Impact	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Esf1	7.950000	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	7.950000	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Selenos	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Maf	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8a	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Kctd5	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnph1	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st1	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Dpf2	7.900000	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Smim4	7.850000	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Pcolce	7.850000	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Hdac2	7.850000	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0
Tigd5	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Srsf2	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Smarca4	7.800000	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrd1	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Npm2	7.800000	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd11	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Gtsf1	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Fos	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Eef1d	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Ctps	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Capg	7.800000	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Tchp	7.750000	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl17	7.750000	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Rhoq	7.750000	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl45	7.750000	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Ly96	7.750000	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Herpud1	7.750000	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2e1	7.750000	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid1a	7.750000	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132a	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Tedc1	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ruvbl1	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Prmt7	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Phykpl	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Pde2a	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga3	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ifrd1	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ctxn3	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Bsg	7.700000	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h10	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb5	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb24	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Vps18	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Snx3	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Rpl12	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Rarb	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Ogn	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Lrsam1	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Hacd3	7.650000	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx23	7.650000	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3eap	7.650000	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Tdg	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Slc45a4	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Sec11c	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Lrig2	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Ccng2	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc148	7.600000	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0
Wdr81	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	7.550000	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem242	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Prorp	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r3c	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Plrg1	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Nvl	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Imp3	7.550000	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdip1	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Cdc20b	7.550000	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agk	7.550000	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0
Vnn3	7.500000	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urm1	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Ubn1	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Scamp4	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Rps19bp1	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Rnf4	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Med22	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Med11	7.500000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifitm2	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Gpx8	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Glyr1	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Fam173a	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Cul2	7.500000	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcc1	7.500000	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf1	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Aplp2	7.500000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adat3	7.500000	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Utp20	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Stat3	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Smndc1	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r27	7.450000	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl53	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Mcrip1	7.450000	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hps5	7.450000	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2h1	7.450000	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0e	7.450000	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
Supv3l1	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Rpa2	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Oga	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Nbn	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Casp4	7.400000	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
Zzef1	7.350000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab21	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Ptpru	7.350000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Large1	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
H3c3	7.350000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gspt1	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Grcc10	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Fitm2	7.350000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl2	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5d2	7.350000	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd9	7.350000	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130008F23Rik	7.350000	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Xpnpep3	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Wasf1	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Tmem29	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
St13	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Ruvbl2	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Pole3	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Pate1	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Nup214	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Ncdn	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Micu3	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Map2k7	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Lpar4	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Lgals12	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Itih1	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Gys1	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp6	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Ezh2	7.300000	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd8	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Cfap298	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Cdc40	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
AU040320	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Atxn3	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	7.300000	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka2	7.250000	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Mrps14	7.250000	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Man2c1	7.250000	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Lsm6	7.250000	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5e	7.250000	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	7.250000	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0
Yipf6	7.200000	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc33	7.200000	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf25	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a27	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9f	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Rps15a	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Rabl6	7.200000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nae1	7.200000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdc1	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Mcrs1	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Dut	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Cyp39a1	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Cdk7	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Cdk20	7.200000	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
Car7	7.200000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xcl1	7.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0
Uchl5	7.150000	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ro60	7.150000	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptchd4	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Psap	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Ppip5k2	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl20	7.150000	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kpna3	7.150000	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gin1	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Dctn2	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Clint1	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Cand1	7.150000	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0
Zfp472	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Txnrd2	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Stat1	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Snrnp35	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Sgta	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Rpl32	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Rnf8	7.100000	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pole4	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
H4c11	7.100000	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comt	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	7.100000	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Topors	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Smim27	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Rad18	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Pros1	7.050000	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex3	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Leng8	7.050000	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat2b	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Fer	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Adat2	7.050000	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
Zfp623	7.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc7	7.000000	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clasp1	7.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
AI429214	7.000000	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
Wdr89	6.950000	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Usp21	6.950000	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Trim65	6.950000	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Tbx18	6.950000	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	6.950000	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0
