Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Nrbf2	33.000000	231	0	0	0	0	0	0	0
Myo6	33.000000	231	0	0	0	0	0	0	0
Mfhas1	33.000000	231	0	0	0	0	0	0	0
Manf	33.000000	231	0	0	0	0	0	0	0
Kat6a	33.000000	231	0	0	0	0	0	0	0
Fkbp15	33.000000	231	0	0	0	0	0	0	0
Fbxw4	33.000000	231	0	0	0	0	0	0	0
Dock7	33.000000	231	0	0	0	0	0	0	0
Cnp	33.000000	231	0	0	0	0	0	0	0
Cnot4	33.000000	231	0	0	0	0	0	0	0
Clec16a	33.000000	231	0	0	0	0	0	0	0
Chmp2b	33.000000	231	0	0	0	0	0	0	0
Cenpj	33.000000	231	0	0	0	0	0	0	0
Brk1	33.000000	231	0	0	0	0	0	0	0
Usp12	32.857143	230	0	0	0	0	0	0	0
Tsc1	32.857143	230	0	0	0	0	0	0	0
Tra2a	32.857143	230	0	0	0	0	0	0	0
Simc1	32.857143	230	0	0	0	0	0	0	0
Rmi1	32.857143	230	0	0	0	0	0	0	0
Phlpp2	32.857143	230	0	0	0	0	0	0	0
Pak4	32.857143	230	0	0	0	0	0	0	0
Nqo2	32.857143	230	0	0	0	0	0	0	0
Man1b1	32.857143	230	0	0	0	0	0	0	0
Mageb3	32.857143	230	0	0	0	0	0	0	0
Lrrc56	32.857143	230	0	0	0	0	0	0	0
Hras	32.857143	230	0	0	0	0	0	0	0
Hnrnpk	32.857143	230	0	0	0	0	0	0	0
Ebag9	32.857143	230	0	0	0	0	0	0	0
Cwc25	32.857143	230	0	0	0	0	0	0	0
Ctdspl2	32.857143	230	0	0	0	0	0	0	0
Commd8	32.857143	230	0	0	0	0	0	0	0
Zcchc8	32.714286	229	0	0	0	0	0	0	0
Uqcrfs1	32.714286	229	0	0	0	0	0	0	0
Triobp	32.714286	229	0	0	0	0	0	0	0
Tbca	32.714286	229	0	0	0	0	0	0	0
Snx30	32.714286	229	0	0	0	0	0	0	0
Scrn3	32.714286	229	0	0	0	0	0	0	0
Rufy2	32.714286	229	0	0	0	0	0	0	0
Rce1	32.714286	229	0	0	0	0	0	0	0
Ptprg	32.714286	229	0	0	0	0	0	0	0
Ppil2	32.714286	229	0	0	0	0	0	0	0
Pip4p2	32.714286	229	0	0	0	0	0	0	0
Os9	32.714286	229	0	0	0	0	0	0	0
Nr2f2	32.714286	229	0	0	0	0	0	0	0
Nanos1	32.714286	229	0	0	0	0	0	0	0
Lsm8	32.714286	229	0	0	0	0	0	0	0
Lmna	32.714286	229	0	0	0	0	0	0	0
Hmga1b	32.714286	229	0	0	0	0	0	0	0
Hmga1	32.714286	229	0	0	0	0	0	0	0
Hectd1	32.714286	229	0	0	0	0	0	0	0
Fbxo8	32.714286	229	0	0	0	0	0	0	0
Faim	32.714286	229	0	0	0	0	0	0	0
Ecsit	32.714286	229	0	0	0	0	0	0	0
Dhx37	32.714286	229	0	0	0	0	0	0	0
Cir1	32.714286	229	0	0	0	0	0	0	0
Cep44	32.714286	229	0	0	0	0	0	0	0
Bcl9	32.714286	229	0	0	0	0	0	0	0
Arl13b	32.714286	229	0	0	0	0	0	0	0
Anln	32.714286	229	0	0	0	0	0	0	0
Trdmt1	32.571429	228	0	0	0	0	0	0	0
Synj2	32.571429	228	0	0	0	0	0	0	0
Spg20	32.571429	228	0	0	0	0	0	0	0
Slc38a10	32.571429	228	0	0	0	0	0	0	0
Selenot	32.571429	228	0	0	0	0	0	0	0
Rps24	32.571429	228	0	0	0	0	0	0	0
Rpgr	32.571429	228	0	0	0	0	0	0	0
Rif1	32.571429	228	0	0	0	0	0	0	0
Nedd4	32.571429	228	0	0	0	0	0	0	0
Med20	32.571429	228	0	0	0	0	0	0	0
Lcor	32.571429	228	0	0	0	0	0	0	0
Kmt2b	32.571429	228	0	0	0	0	0	0	0
Itgb3bp	32.571429	228	0	0	0	0	0	0	0
Inka2	32.571429	228	0	0	0	0	0	0	0
Galc	32.571429	228	0	0	0	0	0	0	0
Fa2h	32.571429	228	0	0	0	0	0	0	0
Ergic1	32.571429	228	0	0	0	0	0	0	0
Efcab7	32.571429	228	0	0	0	0	0	0	0
Ddx11	32.571429	228	0	0	0	0	0	0	0
Clcn3	32.571429	228	0	0	0	0	0	0	0
Ccdc186	32.571429	228	0	0	0	0	0	0	0
Bysl	32.571429	228	0	0	0	0	0	0	0
Abca5	32.571429	228	0	0	0	0	0	0	0
Zswim9	32.428571	227	0	0	0	0	0	0	0
Tnrc6b	32.428571	227	0	0	0	0	0	0	0
Tgfb1	32.428571	227	0	0	0	0	0	0	0
Syt11	32.428571	227	0	0	0	0	0	0	0
Stt3a	32.428571	227	0	0	0	0	0	0	0
Rcbtb2	32.428571	227	0	0	0	0	0	0	0
Psmd7	32.428571	227	0	0	0	0	0	0	0
Pja2	32.428571	227	0	0	0	0	0	0	0
Papss1	32.428571	227	0	0	0	0	0	0	0
Ogfod3	32.428571	227	0	0	0	0	0	0	0
Nbea	32.428571	227	0	0	0	0	0	0	0
Myo1b	32.428571	227	0	0	0	0	0	0	0
Mrfap1	32.428571	227	0	0	0	0	0	0	0
Misp3	32.428571	227	0	0	0	0	0	0	0
Lig1	32.428571	227	0	0	0	0	0	0	0
Ipo11	32.428571	227	0	0	0	0	0	0	0
Imp3	32.428571	227	0	0	0	0	0	0	0
Hexdc	32.428571	227	0	0	0	0	0	0	0
Fbxo25	32.428571	227	0	0	0	0	0	0	0
Calm1	32.428571	227	0	0	0	0	0	0	0
Tead1	32.285714	226	0	0	0	0	0	0	0
Slc25a26	32.285714	226	0	0	0	0	0	0	0
Rrp15	32.285714	226	0	0	0	0	0	0	0
Rps23	32.285714	226	0	0	0	0	0	0	0
Pag1	32.285714	226	0	0	0	0	0	0	0
Nop2	32.285714	226	0	0	0	0	0	0	0
Mpp7	32.285714	226	0	0	0	0	0	0	0
Lcmt1	32.285714	226	0	0	0	0	0	0	0
Klhdc10	32.285714	226	0	0	0	0	0	0	0
Hp1bp3	32.285714	226	0	0	0	0	0	0	0
Gapdhs	32.285714	226	0	0	0	0	0	0	0
Eml5	32.285714	226	0	0	0	0	0	0	0
Crnkl1	32.285714	226	0	0	0	0	0	0	0
Cfl1	32.285714	226	0	0	0	0	0	0	0
Cfap61	32.285714	226	0	0	0	0	0	0	0
Cenpb	32.285714	226	0	0	0	0	0	0	0
Ccdc138	32.285714	226	0	0	0	0	0	0	0
Cav2	32.285714	226	0	0	0	0	0	0	0
Atp5g3	32.285714	226	0	0	0	0	0	0	0
Armc8	32.285714	226	0	0	0	0	0	0	0
Arl4c	32.285714	226	0	0	0	0	0	0	0
Aldh18a1	32.285714	226	0	0	0	0	0	0	0
Aga	32.285714	226	0	0	0	0	0	0	0
Zfp994	32.142857	225	0	0	0	0	0	0	0
Vdr	32.142857	225	0	0	0	0	0	0	0
Ttll5	32.142857	225	0	0	0	0	0	0	0
Tnfaip1	32.142857	225	0	0	0	0	0	0	0
Tmem183a	32.142857	225	0	0	0	0	0	0	0
Srebf2	32.142857	225	0	0	0	0	0	0	0
Sorl1	32.142857	225	0	0	0	0	0	0	0
Pon2	32.142857	225	0	0	0	0	0	0	0
Map9	32.142857	225	0	0	0	0	0	0	0
Luc7l2	32.142857	225	0	0	0	0	0	0	0
Il6st	32.142857	225	0	0	0	0	0	0	0
Ift20	32.142857	225	0	0	0	0	0	0	0
Hsbp1	32.142857	225	0	0	0	0	0	0	0
H2bc14	32.142857	225	0	0	0	0	0	0	0
Gnpat	32.142857	225	0	0	0	0	0	0	0
Ggnbp2	32.142857	225	0	0	0	0	0	0	0
Fut4	32.142857	225	0	0	0	0	0	0	0
Fam172a	32.142857	225	0	0	0	0	0	0	0
Erg28	32.142857	225	0	0	0	0	0	0	0
Dennd1a	32.142857	225	0	0	0	0	0	0	0
Cd2bp2	32.142857	225	0	0	0	0	0	0	0
Atxn3	32.142857	225	0	0	0	0	0	0	0
2810004N23Rik	32.142857	225	0	0	0	0	0	0	0
Zfp446	32.000000	224	0	0	0	0	0	0	0
Zdhhc12	32.000000	224	0	0	0	0	0	0	0
Ugp2	32.000000	224	0	0	0	0	0	0	0
Trim25	32.000000	224	0	0	0	0	0	0	0
Rpl10a	32.000000	224	0	0	0	0	0	0	0
Rnf123	32.000000	224	0	0	0	0	0	0	0
Reps2	32.000000	224	0	0	0	0	0	0	0
Rbms1	32.000000	224	0	0	0	0	0	0	0
Rad54l2	32.000000	224	0	0	0	0	0	0	0
Qk	32.000000	224	0	0	0	0	0	0	0
Pcx	32.000000	224	0	0	0	0	0	0	0
Noc4l	32.000000	224	0	0	0	0	0	0	0
Ndufaf1	32.000000	224	0	0	0	0	0	0	0
Ncoa5	32.000000	224	0	0	0	0	0	0	0
Myadm	32.000000	224	0	0	0	0	0	0	0
Lrif1	32.000000	224	0	0	0	0	0	0	0
Kmt5c	32.000000	224	0	0	0	0	0	0	0
Gpn3	32.000000	224	0	0	0	0	0	0	0
Gpaa1	32.000000	224	0	0	0	0	0	0	0
Fam216a	32.000000	224	0	0	0	0	0	0	0
Ddx51	32.000000	224	0	0	0	0	0	0	0
Cebpg	32.000000	224	0	0	0	0	0	0	0
Ccdc82	32.000000	224	0	0	0	0	0	0	0
Atmin	32.000000	224	0	0	0	0	0	0	0
Amdhd2	32.000000	224	0	0	0	0	0	0	0
Wdsub1	31.857143	223	0	0	0	0	0	0	0
Tnk1	31.857143	223	0	0	0	0	0	0	0
Tmppe	31.857143	223	0	0	0	0	0	0	0
Tdrd7	31.857143	223	0	0	0	0	0	0	0
Sin3a	31.857143	223	0	0	0	0	0	0	0
Sik2	31.857143	223	0	0	0	0	0	0	0
Rev1	31.857143	223	0	0	0	0	0	0	0
Ptdss2	31.857143	223	0	0	0	0	0	0	0
Polr3e	31.857143	223	0	0	0	0	0	0	0
Polr2e	31.857143	223	0	0	0	0	0	0	0
Osgin2	31.857143	223	0	0	0	0	0	0	0
Ndufa2	31.857143	223	0	0	0	0	0	0	0
Map3k8	31.857143	223	0	0	0	0	0	0	0
Ilf2	31.857143	223	0	0	0	0	0	0	0
Ik	31.857143	223	0	0	0	0	0	0	0
H4c17	31.857143	223	0	0	0	0	0	0	0
Glb1	31.857143	223	0	0	0	0	0	0	0
Fam193a	31.857143	223	0	0	0	0	0	0	0
Atp23	31.857143	223	0	0	0	0	0	0	0
Ascc2	31.857143	223	0	0	0	0	0	0	0
Tmem231	31.714286	222	0	0	0	0	0	0	0
Tmem115	31.714286	222	0	0	0	0	0	0	0
Ssr1	31.714286	222	0	0	0	0	0	0	0
Sned1	31.714286	222	0	0	0	0	0	0	0
Smap1	31.714286	222	0	0	0	0	0	0	0
Rgcc	31.714286	222	0	0	0	0	0	0	0
Ppp1r37	31.714286	222	0	0	0	0	0	0	0
Pctp	31.714286	222	0	0	0	0	0	0	0
Nol11	31.714286	222	0	0	0	0	0	0	0
Nfix	31.714286	222	0	0	0	0	0	0	0
Ncapg2	31.714286	222	0	0	0	0	0	0	0
Nadsyn1	31.714286	222	0	0	0	0	0	0	0
Mtif3	31.714286	222	0	0	0	0	0	0	0
Mrps21	31.714286	222	0	0	0	0	0	0	0
Mon1a	31.714286	222	0	0	0	0	0	0	0
Med12	31.714286	222	0	0	0	0	0	0	0
Jpt2	31.714286	222	0	0	0	0	0	0	0
Josd1	31.714286	222	0	0	0	0	0	0	0
H2ac10	31.714286	222	0	0	0	0	0	0	0
Gatb	31.714286	222	0	0	0	0	0	0	0
Fzr1	31.714286	222	0	0	0	0	0	0	0
Fis1	31.714286	222	0	0	0	0	0	0	0
Fabp5	31.714286	222	0	0	0	0	0	0	0
Esyt1	31.714286	222	0	0	0	0	0	0	0
Dhcr7	31.714286	222	0	0	0	0	0	0	0
Crbn	31.714286	222	0	0	0	0	0	0	0
Bambi	31.714286	222	0	0	0	0	0	0	0
Actn1	31.714286	222	0	0	0	0	0	0	0
Uhmk1	31.571429	221	0	0	0	0	0	0	0
Sdk1	31.571429	221	0	0	0	0	0	0	0
Rps27rt	31.571429	221	0	0	0	0	0	0	0
Robo1	31.571429	221	0	0	0	0	0	0	0
Ralgps1	31.571429	221	0	0	0	0	0	0	0
Rab21	31.571429	221	0	0	0	0	0	0	0
Rab13	31.571429	221	0	0	0	0	0	0	0
Nfil3	31.571429	221	0	0	0	0	0	0	0
Med11	31.571429	221	0	0	0	0	0	0	0
Ggct	31.571429	221	0	0	0	0	0	0	0
Eef1g	31.571429	221	0	0	0	0	0	0	0
Dop1a	31.571429	221	0	0	0	0	0	0	0
Cdyl	31.571429	221	0	0	0	0	0	0	0
Atf7ip	31.571429	221	0	0	0	0	0	0	0
Arhgap24	31.571429	221	0	0	0	0	0	0	0
Anapc1	31.571429	221	0	0	0	0	0	0	0
5730455P16Rik	31.571429	221	0	0	0	0	0	0	0
Zfp105	31.428571	220	0	0	0	0	0	0	0
Vezt	31.428571	220	0	0	0	0	0	0	0
Ufc1	31.428571	220	0	0	0	0	0	0	0
Tom1	31.428571	220	0	0	0	0	0	0	0
Tmem101	31.428571	220	0	0	0	0	0	0	0
Tm2d2	31.428571	220	0	0	0	0	0	0	0
Tcf7l1	31.428571	220	0	0	0	0	0	0	0
Rad51	31.428571	220	0	0	0	0	0	0	0
Mfn2	31.428571	220	0	0	0	0	0	0	0
Lin54	31.428571	220	0	0	0	0	0	0	0
Laptm4b	31.428571	220	0	0	0	0	0	0	0
Kif11	31.428571	220	0	0	0	0	0	0	0
H6pd	31.428571	220	0	0	0	0	0	0	0
Grk6	31.428571	220	0	0	0	0	0	0	0
Gins3	31.428571	220	0	0	0	0	0	0	0
Fgfr3	31.428571	220	0	0	0	0	0	0	0
Fgd6	31.428571	220	0	0	0	0	0	0	0
Ezr	31.428571	220	0	0	0	0	0	0	0
Epb41	31.428571	220	0	0	0	0	0	0	0
Eif2d	31.428571	220	0	0	0	0	0	0	0
Col12a1	31.428571	220	0	0	0	0	0	0	0
Canx	31.428571	220	0	0	0	0	0	0	0
Adam9	31.428571	220	0	0	0	0	0	0	0
Zfp955b	31.285714	219	0	0	0	0	0	0	0
Yju2	31.285714	219	0	0	0	0	0	0	0
Ube2r2	31.285714	219	0	0	0	0	0	0	0
Tial1	31.285714	219	0	0	0	0	0	0	0
Slc25a27	31.285714	219	0	0	0	0	0	0	0
Rplp0	31.285714	219	0	0	0	0	0	0	0
Rnf11	31.285714	219	0	0	0	0	0	0	0
Rcl1	31.285714	219	0	0	0	0	0	0	0
Ppm1h	31.285714	219	0	0	0	0	0	0	0
Pmpcb	31.285714	219	0	0	0	0	0	0	0
Matr3	31.285714	219	0	0	0	0	0	0	0
Limd2	31.285714	219	0	0	0	0	0	0	0
Kif1c	31.285714	219	0	0	0	0	0	0	0
Incenp	31.285714	219	0	0	0	0	0	0	0
Inca1	31.285714	219	0	0	0	0	0	0	0
Hectd4	31.285714	219	0	0	0	0	0	0	0
Gtpbp6	31.285714	219	0	0	0	0	0	0	0
Get4	31.285714	219	0	0	0	0	0	0	0
Dync1li2	31.285714	219	0	0	0	0	0	0	0
Cyp39a1	31.285714	219	0	0	0	0	0	0	0
Cttnbp2nl	31.285714	219	0	0	0	0	0	0	0
Chd7	31.285714	219	0	0	0	0	0	0	0
Capn10	31.285714	219	0	0	0	0	0	0	0
C2cd2	31.285714	219	0	0	0	0	0	0	0
Alg14	31.285714	219	0	0	0	0	0	0	0
9930021J03Rik	31.285714	219	0	0	0	0	0	0	0
Zfp91	31.142857	218	0	0	0	0	0	0	0
Zdhhc17	31.142857	218	0	0	0	0	0	0	0
Vdac2	31.142857	218	0	0	0	0	0	0	0
Tmem246	31.142857	218	0	0	0	0	0	0	0
Tex261	31.142857	218	0	0	0	0	0	0	0
Slf1	31.142857	218	0	0	0	0	0	0	0
Rbm39	31.142857	218	0	0	0	0	0	0	0
Ppm1d	31.142857	218	0	0	0	0	0	0	0
Paqr3	31.142857	218	0	0	0	0	0	0	0
Orai2	31.142857	218	0	0	0	0	0	0	0
Opn3	31.142857	218	0	0	0	0	0	0	0
Nfrkb	31.142857	218	0	0	0	0	0	0	0
Lpxn	31.142857	218	0	0	0	0	0	0	0
Fh1	31.142857	218	0	0	0	0	0	0	0
Fam133b	31.142857	218	0	0	0	0	0	0	0
Dhx35	31.142857	218	0	0	0	0	0	0	0
Dbt	31.142857	218	0	0	0	0	0	0	0
Ctsc	31.142857	218	0	0	0	0	0	0	0
Cnep1r1	31.142857	218	0	0	0	0	0	0	0
Cmpk1	31.142857	218	0	0	0	0	0	0	0
Cebpd	31.142857	218	0	0	0	0	0	0	0
Atxn10	31.142857	218	0	0	0	0	0	0	0
Ado	31.142857	218	0	0	0	0	0	0	0
2210408I21Rik	31.142857	218	0	0	0	0	0	0	0
Zfp955a	31.000000	217	0	0	0	0	0	0	0
Utp23	31.000000	217	0	0	0	0	0	0	0
Scnm1	31.000000	217	0	0	0	0	0	0	0
Samd14	31.000000	217	0	0	0	0	0	0	0
Parpbp	31.000000	217	0	0	0	0	0	0	0
Nup37	31.000000	217	0	0	0	0	0	0	0
Lysmd1	31.000000	217	0	0	0	0	0	0	0
Lrrc1	31.000000	217	0	0	0	0	0	0	0
Tmem42	30.857143	216	0	0	0	0	0	0	0
Stim1	30.857143	216	0	0	0	0	0	0	0
Snx13	30.857143	216	0	0	0	0	0	0	0
Rimklb	30.857143	216	0	0	0	0	0	0	0
Rilpl1	30.857143	216	0	0	0	0	0	0	0
Pin1	30.857143	216	0	0	0	0	0	0	0
Parp12	30.857143	216	0	0	0	0	0	0	0
Nudt10	30.857143	216	0	0	0	0	0	0	0
Noxo1	30.857143	216	0	0	0	0	0	0	0
Hadhb	30.857143	216	0	0	0	0	0	0	0
Hadha	30.857143	216	0	0	0	0	0	0	0
Gfer	30.857143	216	0	0	0	0	0	0	0
Fbxo42	30.857143	216	0	0	0	0	0	0	0
Fam98c	30.857143	216	0	0	0	0	0	0	0
AI413582	30.857143	216	0	0	0	0	0	0	0
9430015G10Rik	30.857143	216	0	0	0	0	0	0	0
Zfp592	30.714286	215	0	0	0	0	0	0	0
Zbtb14	30.714286	215	0	0	0	0	0	0	0
Ypel3	30.714286	215	0	0	0	0	0	0	0
Vwa8	30.714286	215	0	0	0	0	0	0	0
Srr	30.714286	215	0	0	0	0	0	0	0
Smg6	30.714286	215	0	0	0	0	0	0	0
Slc19a2	30.714286	215	0	0	0	0	0	0	0
Rbm17	30.714286	215	0	0	0	0	0	0	0
Rabep2	30.714286	215	0	0	0	0	0	0	0
Nipal2	30.714286	215	0	0	0	0	0	0	0
Ndc1	30.714286	215	0	0	0	0	0	0	0
Mrto4	30.714286	215	0	0	0	0	0	0	0
Galnt11	30.714286	215	0	0	0	0	0	0	0
Ezh1	30.714286	215	0	0	0	0	0	0	0
Erbb3	30.714286	215	0	0	0	0	0	0	0
Emc1	30.714286	215	0	0	0	0	0	0	0
Elmsan1	30.714286	215	0	0	0	0	0	0	0
Zfp953	30.571429	214	0	0	0	0	0	0	0
Zfp574	30.571429	214	0	0	0	0	0	0	0
Vps13d	30.571429	214	0	0	0	0	0	0	0
Tmem128	30.571429	214	0	0	0	0	0	0	0
Sec23b	30.571429	214	0	0	0	0	0	0	0
Pcmtd1	30.571429	214	0	0	0	0	0	0	0
Mrtfb	30.571429	214	0	0	0	0	0	0	0
Itga5	30.571429	214	0	0	0	0	0	0	0
Insr	30.571429	214	0	0	0	0	0	0	0
H2-L	30.571429	214	0	0	0	0	0	0	0
H2-D1	30.571429	214	0	0	0	0	0	0	0
Grhl2	30.571429	214	0	0	0	0	0	0	0
Fuz	30.571429	214	0	0	0	0	0	0	0
Eif4h	30.571429	214	0	0	0	0	0	0	0
Cenpc1	30.571429	214	0	0	0	0	0	0	0
Cdc37l1	30.571429	214	0	0	0	0	0	0	0
Ankrd9	30.571429	214	0	0	0	0	0	0	0
Zdhhc3	30.428571	213	0	0	0	0	0	0	0
Wdr46	30.428571	213	0	0	0	0	0	0	0
Usp7	30.428571	213	0	0	0	0	0	0	0
Pwwp2a	30.428571	213	0	0	0	0	0	0	0
Prickle2	30.428571	213	0	0	0	0	0	0	0
Pot1b	30.428571	213	0	0	0	0	0	0	0
Pigh	30.428571	213	0	0	0	0	0	0	0
Pfdn6	30.428571	213	0	0	0	0	0	0	0
Pcgf2	30.428571	213	0	0	0	0	0	0	0
Ncapd2	30.428571	213	0	0	0	0	0	0	0
Mrpl51	30.428571	213	0	0	0	0	0	0	0
Hmgn2	30.428571	213	0	0	0	0	0	0	0
Hmgb2	30.428571	213	0	0	0	0	0	0	0
Gabbr1	30.428571	213	0	0	0	0	0	0	0
Exosc7	30.428571	213	0	0	0	0	0	0	0
Ccnj	30.428571	213	0	0	0	0	0	0	0
Bcl7c	30.428571	213	0	0	0	0	0	0	0
Bahd1	30.428571	213	0	0	0	0	0	0	0
Atg4d	30.428571	213	0	0	0	0	0	0	0
Arntl	30.428571	213	0	0	0	0	0	0	0
Ap5s1	30.428571	213	0	0	0	0	0	0	0
Agap3	30.428571	213	0	0	0	0	0	0	0
Zfp84	30.285714	212	0	0	0	0	0	0	0
Zfp428	30.285714	212	0	0	0	0	0	0	0
Vdac3	30.285714	212	0	0	0	0	0	0	0
Uhrf1bp1l	30.285714	212	0	0	0	0	0	0	0
Tmie	30.285714	212	0	0	0	0	0	0	0
Ticam1	30.285714	212	0	0	0	0	0	0	0
Tcte2	30.285714	212	0	0	0	0	0	0	0
Steap1	30.285714	212	0	0	0	0	0	0	0
Slc18a1	30.285714	212	0	0	0	0	0	0	0
Riox2	30.285714	212	0	0	0	0	0	0	0
Pofut1	30.285714	212	0	0	0	0	0	0	0
Plagl2	30.285714	212	0	0	0	0	0	0	0
Mlxip	30.285714	212	0	0	0	0	0	0	0
Lrrc59	30.285714	212	0	0	0	0	0	0	0
Fut11	30.285714	212	0	0	0	0	0	0	0
Fmnl3	30.285714	212	0	0	0	0	0	0	0
Epop	30.285714	212	0	0	0	0	0	0	0
E2f3	30.285714	212	0	0	0	0	0	0	0
Cyp20a1	30.285714	212	0	0	0	0	0	0	0
Cwf19l1	30.285714	212	0	0	0	0	0	0	0
Coro2a	30.285714	212	0	0	0	0	0	0	0
Clpx	30.285714	212	0	0	0	0	0	0	0
Atp6v1b2	30.285714	212	0	0	0	0	0	0	0
Arhgef26	30.285714	212	0	0	0	0	0	0	0
Araf	30.285714	212	0	0	0	0	0	0	0
Als2cl	30.285714	212	0	0	0	0	0	0	0
Afdn	30.285714	212	0	0	0	0	0	0	0
Zfp263	30.142857	211	0	0	0	0	0	0	0
Xbp1	30.142857	211	0	0	0	0	0	0	0
Wdr33	30.142857	211	0	0	0	0	0	0	0
Ttc33	30.142857	211	0	0	0	0	0	0	0
Sorbs1	30.142857	211	0	0	0	0	0	0	0
Smim19	30.142857	211	0	0	0	0	0	0	0
Slc20a2	30.142857	211	0	0	0	0	0	0	0
Sf3a2	30.142857	211	0	0	0	0	0	0	0
Rpl13a	30.142857	211	0	0	0	0	0	0	0
Ppp2r3a	30.142857	211	0	0	0	0	0	0	0
Pnpla6	30.142857	211	0	0	0	0	0	0	0
Plekhj1	30.142857	211	0	0	0	0	0	0	0
Parva	30.142857	211	0	0	0	0	0	0	0
Mrps30	30.142857	211	0	0	0	0	0	0	0
Kctd12	30.142857	211	0	0	0	0	0	0	0
Inava	30.142857	211	0	0	0	0	0	0	0
Gemin8	30.142857	211	0	0	0	0	0	0	0
Fam174b	30.142857	211	0	0	0	0	0	0	0
Eif4ebp1	30.142857	211	0	0	0	0	0	0	0
Eif4e3	30.142857	211	0	0	0	0	0	0	0
Ddx6	30.142857	211	0	0	0	0	0	0	0
Cnot2	30.142857	211	0	0	0	0	0	0	0
Zfp638	30.000000	210	0	0	0	0	0	0	0
Xxylt1	30.000000	210	0	0	0	0	0	0	0
Tspan18	30.000000	210	0	0	0	0	0	0	0
Snrnp48	30.000000	210	0	0	0	0	0	0	0
Scoc	30.000000	210	0	0	0	0	0	0	0
Rab23	30.000000	210	0	0	0	0	0	0	0
Ptpru	30.000000	210	0	0	0	0	0	0	0
Prcp	30.000000	210	0	0	0	0	0	0	0
Nf2	30.000000	210	0	0	0	0	0	0	0
Mrpl22	30.000000	210	0	0	0	0	0	0	0
Med23	30.000000	210	0	0	0	0	0	0	0
Mdc1	30.000000	210	0	0	0	0	0	0	0
Hdac7	30.000000	210	0	0	0	0	0	0	0
H2ac4	30.000000	210	0	0	0	0	0	0	0
Fam162a	30.000000	210	0	0	0	0	0	0	0
Entpd5	30.000000	210	0	0	0	0	0	0	0
Dync1li1	30.000000	210	0	0	0	0	0	0	0
Dusp6	30.000000	210	0	0	0	0	0	0	0
Ddias	30.000000	210	0	0	0	0	0	0	0
Chfr	30.000000	210	0	0	0	0	0	0	0
Ccdc90b	30.000000	210	0	0	0	0	0	0	0
Ccdc58	30.000000	210	0	0	0	0	0	0	0
Bbof1	30.000000	210	0	0	0	0	0	0	0
Zdhhc20	29.857143	209	0	0	0	0	0	0	0
Trappc6a	29.857143	209	0	0	0	0	0	0	0
Thap12	29.857143	209	0	0	0	0	0	0	0
Surf2	29.857143	209	0	0	0	0	0	0	0
Surf1	29.857143	209	0	0	0	0	0	0	0
Supt5	29.857143	209	0	0	0	0	0	0	0
Stk24	29.857143	209	0	0	0	0	0	0	0
St3gal5	29.857143	209	0	0	0	0	0	0	0
Spaar	29.857143	209	0	0	0	0	0	0	0
Slc22a23	29.857143	209	0	0	0	0	0	0	0
Ptges2	29.857143	209	0	0	0	0	0	0	0
Pqlc3	29.857143	209	0	0	0	0	0	0	0
Mvk	29.857143	209	0	0	0	0	0	0	0
Mmab	29.857143	209	0	0	0	0	0	0	0
Mgrn1	29.857143	209	0	0	0	0	0	0	0
Larp1b	29.857143	209	0	0	0	0	0	0	0
Kpna3	29.857143	209	0	0	0	0	0	0	0
Jcad	29.857143	209	0	0	0	0	0	0	0
Il1rap	29.857143	209	0	0	0	0	0	0	0
Gpi1	29.857143	209	0	0	0	0	0	0	0
Gpd1l	29.857143	209	0	0	0	0	0	0	0
Gfm1	29.857143	209	0	0	0	0	0	0	0
Fcho2	29.857143	209	0	0	0	0	0	0	0
Dtx2	29.857143	209	0	0	0	0	0	0	0
Bloc1s3	29.857143	209	0	0	0	0	0	0	0
Ap3d1	29.857143	209	0	0	0	0	0	0	0
Terf1	29.714286	208	0	0	0	0	0	0	0
Smyd2	29.714286	208	0	0	0	0	0	0	0
Rpl39	29.714286	208	0	0	0	0	0	0	0
Rbpj	29.714286	208	0	0	0	0	0	0	0
Plscr3	29.714286	208	0	0	0	0	0	0	0
Lmbr1	29.714286	208	0	0	0	0	0	0	0
Iars2	29.714286	208	0	0	0	0	0	0	0
Cyb561d1	29.714286	208	0	0	0	0	0	0	0
9530068E07Rik	29.714286	208	0	0	0	0	0	0	0
Zkscan1	29.571429	207	0	0	0	0	0	0	0
Zfp39	29.571429	207	0	0	0	0	0	0	0
Zc3h12c	29.571429	207	0	0	0	0	0	0	0
Zbtb44	29.571429	207	0	0	0	0	0	0	0
Ubxn7	29.571429	207	0	0	0	0	0	0	0
Tonsl	29.571429	207	0	0	0	0	0	0	0
Tlk1	29.571429	207	0	0	0	0	0	0	0
Thnsl2	29.571429	207	0	0	0	0	0	0	0
Smad1	29.571429	207	0	0	0	0	0	0	0
Runx1	29.571429	207	0	0	0	0	0	0	0
Rpl28	29.571429	207	0	0	0	0	0	0	0
Psmd14	29.571429	207	0	0	0	0	0	0	0
Pmf1	29.571429	207	0	0	0	0	0	0	0
