Target_genes	Tcf7l2|Average	ERX161579|Colon	ERX161580|Colon	ERX161583|Colon	ERX161584|Colon	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	ERX4312250|Thalamus	ERX4312254|Thalamus	ERX4312255|Thalamus	STRING
Psip1	18.285714	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0
Phospho2	18.285714	0	0	0	0	0	0	0	0	0	123	133	0	0	0	0
Nat9	18.285714	0	0	0	0	0	0	0	0	0	151	105	0	0	0	0
Ccdc173	18.285714	0	0	0	0	0	0	0	0	0	123	133	0	0	0	0
Aen	18.285714	0	0	0	0	0	0	0	0	0	0	0	0	160	96	0
Tmem127	18.214286	0	0	0	0	0	0	0	0	0	134	121	0	0	0	0
Hook1	18.214286	0	0	0	0	0	0	0	0	0	0	0	135	120	0	0
Ciao1	18.214286	0	0	0	0	0	0	0	0	0	134	121	0	0	0	0
Srrt	18.142857	0	0	0	0	0	0	0	0	0	0	0	0	151	103	0
Rtkn	18.142857	134	120	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmi1	18.142857	0	0	0	0	0	0	0	0	0	106	148	0	0	0	0
Polr1e	18.142857	0	0	0	0	0	0	0	0	0	132	122	0	0	0	0
Pex10	18.142857	0	0	0	0	0	0	0	0	0	75	179	0	0	0	0
Mycbp2	18.142857	0	0	0	0	0	0	0	0	0	0	115	0	139	0	0
Ltbp1	18.142857	0	0	0	0	0	0	0	0	0	121	133	0	0	0	0
Krt85	18.142857	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt83	18.142857	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpk	18.142857	0	0	0	0	0	0	0	0	0	106	148	0	0	0	0
Chka	18.142857	0	0	0	0	0	0	0	0	0	153	101	0	0	0	0
Brpf1	18.142857	0	0	0	0	0	0	0	0	0	170	84	0	0	0	0
Plin2	18.071429	0	0	0	0	0	0	0	0	0	141	112	0	0	0	0
Nadsyn1	18.071429	0	0	0	0	0	0	0	0	0	145	108	0	0	0	0
Lims1	18.071429	0	0	0	0	0	0	0	0	0	171	82	0	0	0	0
Ergic3	18.071429	0	0	0	0	0	0	0	0	0	86	167	0	0	0	0
Dhcr7	18.071429	0	0	0	0	0	0	0	0	0	145	108	0	0	0	0
6430550D23Rik	18.071429	0	0	0	0	0	0	0	0	0	86	167	0	0	0	0
Stk38	18.000000	0	0	0	0	0	0	0	0	0	121	131	0	0	0	0
Sart3	18.000000	0	0	0	0	0	0	0	0	0	151	101	0	0	0	0
Prkra	18.000000	0	0	0	0	0	0	0	0	0	155	97	0	0	0	0
Knstrn	18.000000	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0
Iscu	18.000000	0	0	0	0	0	0	0	0	0	151	101	0	0	0	0
Btaf1	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	105	147	0
Usp20	17.928571	0	0	0	0	0	0	0	0	0	159	92	0	0	0	0
Smim10l1	17.928571	0	113	0	0	0	0	0	0	0	0	0	0	138	0	0
Sltm	17.928571	0	0	0	0	0	0	0	0	0	150	101	0	0	0	0
Kmt2c	17.928571	0	0	0	0	0	0	0	0	0	139	112	0	0	0	0
Hibadh	17.928571	0	0	0	0	0	0	0	0	0	146	105	0	0	0	0
BC005624	17.928571	0	0	0	0	0	0	0	0	0	159	92	0	0	0	0
Atp5g1	17.928571	0	0	0	0	0	0	0	0	0	162	89	0	0	0	0
Dyrk1b	17.857143	0	0	0	0	0	0	0	0	0	163	87	0	0	0	0
Cluh	17.857143	0	0	0	0	0	0	0	0	0	143	107	0	0	0	0
Cep63	17.857143	0	0	0	0	0	0	0	0	0	121	129	0	0	0	0
Asap3	17.857143	0	0	0	0	0	0	0	0	0	101	149	0	0	0	0
Anapc13	17.857143	0	0	0	0	0	0	0	0	0	121	129	0	0	0	0
Vps26c	17.785714	0	0	0	0	0	0	0	0	0	152	97	0	0	0	0
Tdrd7	17.785714	0	0	0	0	0	0	0	0	0	110	139	0	0	0	0
Snrpc	17.785714	0	0	0	0	0	0	0	0	0	0	129	0	120	0	0
Ripk2	17.785714	0	0	0	0	0	0	0	0	0	118	131	0	0	0	0
Ppp2ca	17.785714	0	0	0	0	0	0	0	0	0	161	88	0	0	0	0
Mmut	17.785714	0	0	0	0	0	0	0	0	0	145	104	0	0	0	0
Ift81	17.785714	0	0	0	0	0	0	0	0	0	121	128	0	0	0	0
Fam174c	17.785714	0	0	0	0	0	0	0	0	0	125	124	0	0	0	0
Dhrs7	17.785714	0	0	0	0	0	0	0	0	0	0	113	0	136	0	0
Cenpq	17.785714	0	0	0	0	0	0	0	0	0	145	104	0	0	0	0
Stxbp3	17.714286	0	0	0	0	0	0	0	0	0	150	98	0	0	0	0
Mzt2	17.714286	0	0	0	0	0	0	0	0	0	132	116	0	0	0	0
Stx3	17.642857	0	0	0	0	0	0	0	0	0	127	120	0	0	0	0
Ndufaf4	17.642857	0	0	0	0	0	0	0	0	0	124	123	0	0	0	0
Chst12	17.642857	0	0	0	0	0	0	0	0	0	158	89	0	0	0	0
Cdadc1	17.642857	0	0	0	0	0	0	0	0	0	145	102	0	0	0	0
Tmem116	17.571429	0	0	0	0	0	0	0	0	0	90	156	0	0	0	0
Spata5	17.571429	0	0	0	0	0	0	0	0	0	94	152	0	0	0	0
Sdf4	17.571429	0	0	0	0	0	0	0	0	0	168	78	0	0	0	0
Pkig	17.571429	0	0	0	0	0	0	0	0	0	137	109	0	0	0	0
Nudt6	17.571429	0	0	0	0	0	0	0	0	0	94	152	0	0	0	0
Nabp1	17.571429	0	0	0	0	0	0	0	0	0	134	112	0	0	0	0
Erp29	17.571429	0	0	0	0	0	0	0	0	0	90	156	0	0	0	0
B3galt6	17.571429	0	0	0	0	0	0	0	0	0	168	78	0	0	0	0
Acbd5	17.571429	0	0	0	0	0	0	0	0	0	98	0	0	148	0	0
Sec24a	17.500000	0	0	0	0	0	0	0	0	0	127	118	0	0	0	0
Preb	17.500000	0	0	0	0	0	0	0	0	0	139	106	0	0	0	0
Nop2	17.500000	0	0	0	0	0	0	0	0	0	139	106	0	0	0	0
Mdm4	17.500000	0	0	0	0	0	0	0	0	0	98	147	0	0	0	0
Spcs3	17.428571	0	0	0	0	0	0	0	0	0	147	0	97	0	0	0
Shox2	17.428571	0	0	0	0	0	0	0	0	0	0	0	0	142	102	0
Rnf4	17.428571	0	0	0	0	0	0	0	0	0	129	115	0	0	0	0
Pigm	17.428571	0	0	0	0	0	0	0	0	0	166	78	0	0	0	0
Otud5	17.428571	0	0	0	0	0	0	0	0	0	157	87	0	0	0	0
Hsd17b12	17.428571	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0
Fxr2	17.428571	0	0	0	0	0	0	0	0	0	149	95	0	0	0	0
Tnfaip1	17.357143	0	0	0	0	0	0	0	0	0	152	91	0	0	0	0
Tecpr2	17.357143	0	0	0	0	0	0	0	0	0	166	77	0	0	0	0
Slc8a1	17.357143	0	0	0	0	0	0	0	0	0	0	0	0	112	131	0
Pelo	17.357143	0	0	0	0	0	0	0	0	0	123	120	0	0	0	0
Mpc2	17.357143	0	0	0	0	0	0	0	0	0	182	61	0	0	0	0
Kifc2	17.357143	0	0	0	0	0	0	0	0	0	0	100	0	143	0	0
Ift20	17.357143	0	0	0	0	0	0	0	0	0	152	91	0	0	0	0
Hspa1l	17.357143	0	0	0	0	0	0	0	0	0	117	126	0	0	0	0
Hspa1a	17.357143	0	0	0	0	0	0	0	0	0	117	126	0	0	0	0
Gm4925	17.357143	0	0	0	0	0	0	0	0	0	101	142	0	0	0	0
Dcaf6	17.357143	0	0	0	0	0	0	0	0	0	182	61	0	0	0	0
Cyhr1	17.357143	0	0	0	0	0	0	0	0	0	0	100	0	143	0	0
Cinp	17.357143	0	0	0	0	0	0	0	0	0	166	77	0	0	0	0
Arl1	17.357143	0	0	0	0	0	0	0	0	0	101	142	0	0	0	0
Arfgap1	17.357143	0	0	0	0	0	0	0	0	0	119	0	0	0	124	0
Trnt1	17.285714	0	0	0	0	0	0	0	0	0	146	96	0	0	0	0
Tia1	17.285714	0	0	0	0	0	0	0	0	0	144	98	0	0	0	0
Mosmo	17.285714	0	0	0	0	0	0	0	0	0	0	0	0	120	122	0
Golga7	17.285714	0	0	0	0	0	0	0	0	0	123	119	0	0	0	0
Eif1	17.285714	0	0	0	0	0	0	0	0	0	108	134	0	0	0	0
Aatf	17.285714	0	0	0	0	0	0	0	0	0	132	110	0	0	0	0
Vcpip1	17.214286	0	0	0	0	0	0	0	0	0	116	125	0	0	0	0
Nol8	17.214286	0	0	0	0	0	0	0	0	0	0	106	135	0	0	0
Cenpp	17.214286	0	0	0	0	0	0	0	0	0	0	106	135	0	0	0
Bcl7b	17.214286	0	0	0	0	0	0	0	0	0	132	109	0	0	0	0
Ss18	17.142857	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0
Ppp2r2d	17.142857	0	0	0	0	0	0	0	0	0	0	0	0	115	125	0
Nr2f2	17.142857	0	0	0	0	0	0	0	0	0	0	0	0	135	105	0
Mapk1ip1	17.142857	0	0	0	0	0	0	0	0	0	0	0	0	115	125	0
Kin	17.142857	0	0	0	0	0	0	0	0	0	102	138	0	0	0	0
Atp5c1	17.142857	0	0	0	0	0	0	0	0	0	102	138	0	0	0	0
Uvrag	17.071429	0	0	0	0	0	0	0	0	0	108	131	0	0	0	0
Scnm1	17.071429	0	0	0	0	0	0	0	0	0	160	79	0	0	0	0
Mrpl54	17.071429	0	0	0	0	0	0	0	0	0	108	131	0	0	0	0
Lysmd1	17.071429	0	0	0	0	0	0	0	0	0	160	79	0	0	0	0
Wdr33	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0
Tti2	17.000000	0	0	0	0	0	0	0	0	0	97	141	0	0	0	0
Scmh1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0
Rsbn1l	17.000000	0	0	0	0	0	0	0	0	0	92	146	0	0	0	0
Pdcd1	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0
Pcnx4	17.000000	0	0	0	0	0	0	0	0	0	157	81	0	0	0	0
Frmpd4	17.000000	0	0	0	0	0	0	0	0	0	0	0	0	135	103	0
Ep400	17.000000	0	0	0	0	0	0	0	0	0	120	118	0	0	0	0
Cmc1	17.000000	0	0	0	0	0	0	0	0	0	145	93	0	0	0	0
Atp2b1	17.000000	0	0	0	0	0	0	0	0	0	109	129	0	0	0	0
Anxa5	17.000000	0	0	0	0	0	0	0	0	0	116	122	0	0	0	0
Actr8	17.000000	0	0	0	0	0	0	0	0	0	85	153	0	0	0	0
1810062G17Rik	17.000000	0	0	0	0	0	0	0	0	0	116	122	0	0	0	0
Znrd1as	16.928571	0	0	0	0	0	0	0	0	0	132	105	0	0	0	0
Znrd1	16.928571	0	0	0	0	0	0	0	0	0	132	105	0	0	0	0
Zfp655	16.928571	0	0	0	0	0	0	0	0	0	135	102	0	0	0	0
Trp53rka	16.928571	0	0	0	0	0	0	0	0	0	132	0	0	105	0	0
Ncaph2	16.928571	0	0	0	0	0	0	0	0	0	112	125	0	0	0	0
Lmf2	16.928571	0	0	0	0	0	0	0	0	0	112	125	0	0	0	0
Fhit	16.928571	0	0	0	0	0	0	0	0	0	0	0	0	138	99	0
Dhrs7b	16.928571	0	0	0	0	0	0	0	0	0	123	114	0	0	0	0
Arf4	16.928571	0	0	0	0	0	0	0	0	0	139	98	0	0	0	0
Srd5a1	16.857143	0	0	0	0	0	0	0	0	0	140	96	0	0	0	0
Slc6a12	16.857143	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0
Nsun2	16.857143	0	0	0	0	0	0	0	0	0	140	96	0	0	0	0
Mtmr12	16.857143	0	0	0	0	0	0	0	0	0	118	118	0	0	0	0
Clp1	16.857143	0	0	0	0	0	0	0	0	0	116	120	0	0	0	0
Tinf2	16.785714	0	0	0	0	0	0	0	0	0	145	90	0	0	0	0
Slc2a4	16.785714	0	0	0	0	0	0	0	0	0	117	118	0	0	0	0
Sarnp	16.785714	0	0	0	0	0	0	0	0	0	118	117	0	0	0	0
Ormdl2	16.785714	0	0	0	0	0	0	0	0	0	118	117	0	0	0	0
Nr1d2	16.785714	0	0	0	0	0	0	0	0	0	106	129	0	0	0	0
Kif2a	16.785714	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
Ddx56	16.785714	0	0	0	0	0	0	0	0	0	89	146	0	0	0	0
Dach1	16.785714	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
Vdac3	16.714286	0	0	0	0	0	0	0	0	73	161	0	0	0	0	0
Prkag2	16.714286	0	0	0	0	0	0	0	0	0	91	0	0	143	0	0
Skiv2l	16.642857	0	0	0	0	0	0	0	0	0	112	121	0	0	0	0
Rab10	16.642857	0	0	0	0	0	0	0	0	0	128	105	0	0	0	0
Pnkd	16.642857	0	0	0	0	0	0	0	0	0	137	96	0	0	0	0
Nelfe	16.642857	0	0	0	0	0	0	0	0	0	112	121	0	0	0	0
Heatr3	16.642857	0	0	0	0	0	0	0	0	0	92	141	0	0	0	0
Bpifb5	16.642857	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0
Aamp	16.642857	0	0	0	0	0	0	0	0	0	137	96	0	0	0	0
Zmym6	16.571429	0	0	0	0	0	0	0	0	0	134	98	0	0	0	0
Six5	16.571429	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0
Sec23ip	16.571429	0	0	0	0	0	0	0	0	0	110	122	0	0	0	0
Rbp2	16.571429	107	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Plpbp	16.571429	0	0	0	0	0	0	0	0	0	0	0	0	120	112	0
Mrtfa	16.571429	0	0	0	0	0	0	0	0	0	120	0	0	112	0	0
Mettl7b	16.571429	0	0	0	0	0	0	0	0	0	152	80	0	0	0	0
Ebag9	16.571429	0	0	0	0	0	0	0	0	0	133	99	0	0	0	0
Dynlt1a	16.571429	0	0	0	0	0	0	0	0	0	123	109	0	0	0	0
Cep112	16.571429	0	0	0	0	0	0	0	0	0	72	0	0	160	0	0
Cdk13	16.571429	0	0	0	0	0	0	0	0	0	155	77	0	0	0	0
Cactin	16.571429	0	0	0	0	0	0	0	0	0	112	120	0	0	0	0
Atp6v0c	16.571429	0	0	0	0	0	0	0	0	0	112	0	0	120	0	0
Ap1g1	16.571429	0	0	0	0	0	0	0	0	0	120	0	0	112	0	0
Zfp119a	16.500000	0	0	0	0	0	0	0	0	0	0	140	0	91	0	0
Syngr3	16.500000	0	0	0	0	0	0	0	0	0	0	0	119	112	0	0
Rps19	16.500000	0	0	0	0	0	0	0	0	0	89	142	0	0	0	0
Ppp1r3c	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	128	103	0
Plec	16.500000	0	0	0	0	0	0	0	0	0	97	134	0	0	0	0
Phf23	16.500000	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0
Pex3	16.500000	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0
Pank3	16.500000	0	0	0	0	0	0	0	0	0	123	108	0	0	0	0
Miga2	16.500000	0	0	0	0	0	0	0	0	0	145	86	0	0	0	0
Dusp5	16.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Adat2	16.500000	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0
Usp12	16.428571	0	0	0	0	0	0	0	0	0	118	112	0	0	0	0
Ttll5	16.428571	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0
Slc1a2	16.428571	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
Rer1	16.428571	0	0	0	0	0	0	0	0	0	113	117	0	0	0	0
Ppip5k2	16.428571	0	0	0	0	0	0	0	0	0	146	84	0	0	0	0
Nxpe3	16.428571	0	0	0	0	0	0	0	0	0	0	0	80	150	0	0
Natd1	16.428571	0	0	0	0	0	0	0	0	0	92	138	0	0	0	0
Morn1	16.428571	0	0	0	0	0	0	0	0	0	113	117	0	0	0	0
Gin1	16.428571	0	0	0	0	0	0	0	0	0	146	84	0	0	0	0
Erg28	16.428571	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0
Zfp65	16.357143	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0
Zdhhc12	16.357143	0	0	0	0	0	0	0	0	0	121	108	0	0	0	0
Samd10	16.357143	126	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd2	16.357143	0	0	0	0	0	0	0	0	0	104	125	0	0	0	0
Hmmr	16.357143	0	0	0	0	0	0	0	0	0	104	125	0	0	0	0
Fam71e1	16.357143	0	0	0	0	0	0	0	0	0	142	87	0	0	0	0
Emc10	16.357143	0	0	0	0	0	0	0	0	0	142	87	0	0	0	0
Dynlt1f	16.357143	0	0	0	0	0	0	0	0	0	110	119	0	0	0	0
Dynlt1c	16.357143	0	0	0	0	0	0	0	0	0	110	119	0	0	0	0
Dop1a	16.357143	100	129	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq7	16.357143	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0
Arsg	16.357143	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0
Apc	16.357143	0	0	0	0	0	0	0	0	0	111	118	0	0	0	0
Trp53inp1	16.285714	0	0	0	0	0	0	0	0	0	112	116	0	0	0	0
Tpm1	16.285714	0	0	0	0	0	0	0	0	0	118	0	0	110	0	0
Rell1	16.285714	0	0	0	0	0	0	0	0	0	134	94	0	0	0	0
Canx	16.285714	0	0	0	0	0	0	0	0	0	130	98	0	0	0	0
Snf8	16.214286	0	0	0	0	0	0	0	0	0	123	104	0	0	0	0
Gnai1	16.214286	0	0	0	0	0	0	0	0	0	0	0	125	0	102	0
Dnaaf5	16.214286	0	0	0	0	0	0	0	0	0	78	149	0	0	0	0
1190005I06Rik	16.214286	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
Vps8	16.142857	0	0	0	0	0	0	0	0	0	95	131	0	0	0	0
Srgap1	16.142857	100	126	0	0	0	0	0	0	0	0	0	0	0	0	0
Magoh	16.142857	0	0	0	0	0	0	0	0	0	97	129	0	0	0	0
Ankrd54	16.071429	0	0	0	0	0	0	0	0	0	128	97	0	0	0	0
Vapa	16.000000	0	0	0	0	0	0	0	0	0	121	103	0	0	0	0
Ppp6r1	16.000000	0	0	0	0	0	0	0	0	0	147	77	0	0	0	0
Poc5	16.000000	0	0	0	0	0	0	0	0	0	156	68	0	0	0	0
Pcna	16.000000	0	0	0	0	0	0	0	0	0	114	110	0	0	0	0
Nabp2	16.000000	0	0	0	0	0	0	0	0	0	122	102	0	0	0	0
Znfx1	15.928571	0	0	0	0	0	0	0	0	0	103	120	0	0	0	0
Usp16	15.928571	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0
Tbl2	15.928571	0	0	0	0	0	0	0	0	0	129	94	0	0	0	0
Pkmyt1	15.928571	0	0	0	0	0	0	0	0	0	101	122	0	0	0	0
Zc3h14	15.857143	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Srsf11	15.857143	0	0	0	0	0	0	0	0	0	0	0	79	143	0	0
Nup188	15.857143	0	0	0	0	0	0	0	0	0	135	87	0	0	0	0
Mrps9	15.857143	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Minar2	15.857143	0	0	0	0	0	0	0	0	0	0	0	0	128	94	0
Lrig1	15.857143	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0
Kdm2a	15.857143	0	0	0	0	0	0	0	0	0	95	127	0	0	0	0
Dolk	15.857143	0	0	0	0	0	0	0	0	0	135	87	0	0	0	0
Cand1	15.857143	0	0	0	0	0	0	0	0	0	147	75	0	0	0	0
Anapc15	15.857143	0	0	0	0	0	0	0	0	0	131	91	0	0	0	0
Tmem131	15.785714	0	106	0	0	0	0	0	0	0	115	0	0	0	0	0
Tanc2	15.785714	0	0	0	0	0	0	0	0	0	78	0	0	143	0	0
Nt5c	15.785714	0	0	0	0	0	0	0	0	0	93	0	0	128	0	0
Mthfd1	15.785714	0	0	0	0	0	0	0	0	0	124	97	0	0	0	0
Hnrnpc	15.785714	0	0	0	0	0	0	0	0	0	110	111	0	0	0	0
Dhrs4	15.785714	0	0	0	0	0	0	0	0	0	84	137	0	0	0	0
Txn2	15.714286	0	0	0	0	0	0	0	0	0	102	118	0	0	0	0
Trak2	15.714286	0	0	0	0	0	0	0	0	0	0	0	88	0	132	0
Tagap1	15.714286	0	0	0	0	0	0	0	0	0	107	113	0	0	0	0
Stradb	15.714286	0	0	0	0	0	0	0	0	0	0	0	88	0	132	0
Srgn	15.714286	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Snrnp200	15.714286	0	0	0	0	0	0	0	0	0	113	107	0	0	0	0
Sec23a	15.714286	0	0	0	0	0	0	0	0	0	135	85	0	0	0	0
Prkacb	15.714286	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Phactr3	15.714286	0	0	0	0	0	0	0	0	0	0	0	0	135	85	0
Kif15	15.714286	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Ddx10	15.714286	0	0	0	0	0	0	0	0	0	112	108	0	0	0	0
Asf1b	15.714286	0	0	0	0	0	0	0	0	0	110	110	0	0	0	0
1810024B03Rik	15.714286	0	0	0	0	0	0	0	0	0	113	107	0	0	0	0
1110059G10Rik	15.714286	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Zfand2a	15.642857	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Usp5	15.642857	0	0	0	0	0	0	0	0	0	88	131	0	0	0	0
Toe1	15.642857	0	0	0	0	0	0	0	0	0	111	108	0	0	0	0
Pcx	15.642857	0	0	0	0	0	0	0	0	0	137	82	0	0	0	0
Mutyh	15.642857	0	0	0	0	0	0	0	0	0	111	108	0	0	0	0
Cdca3	15.642857	0	0	0	0	0	0	0	0	0	88	131	0	0	0	0
A430005L14Rik	15.642857	0	0	0	0	0	0	0	0	0	112	107	0	0	0	0
Ugdh	15.571429	0	0	0	0	0	0	0	0	0	98	0	0	120	0	0
Specc1l	15.571429	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Prpf3	15.571429	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0
Pot1a	15.571429	0	0	0	0	0	0	0	0	0	112	106	0	0	0	0
Pcif1	15.571429	0	0	0	0	0	0	0	0	0	102	116	0	0	0	0
Hes1	15.571429	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0
Heatr1	15.571429	0	0	0	0	0	0	0	0	0	105	113	0	0	0	0
Ergic1	15.571429	0	0	0	0	0	0	0	0	0	0	0	0	128	90	0
Dpf2	15.571429	0	0	0	0	0	0	0	0	0	87	131	0	0	0	0
Clk4	15.571429	0	0	0	0	0	0	0	0	0	130	88	0	0	0	0
BC049762	15.571429	0	0	0	0	0	0	0	0	0	130	88	0	0	0	0
Xkr9	15.500000	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm20	15.500000	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0
Scg2	15.500000	0	0	0	0	0	0	0	0	0	0	0	0	120	97	0
Ptges3	15.500000	0	0	0	0	0	0	0	0	0	132	85	0	0	0	0
Gnb1l	15.500000	0	0	0	0	0	0	0	0	0	74	0	0	143	0	0
Cstf3	15.500000	0	0	0	0	0	0	0	0	0	120	97	0	0	0	0
Zfp513	15.428571	0	0	0	0	0	0	0	0	0	145	71	0	0	0	0
Tmem192	15.428571	0	0	0	0	0	0	0	0	0	125	91	0	0	0	0
Sri	15.428571	130	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdxdc1	15.428571	0	0	0	0	0	0	0	0	0	111	0	0	105	0	0
Mpv17l	15.428571	0	0	0	0	0	0	0	0	0	111	0	0	105	0	0
Dynll1	15.428571	0	0	0	0	0	0	0	0	0	93	123	0	0	0	0
Ddost	15.428571	0	0	0	0	0	0	0	0	0	121	95	0	0	0	0
Cbl	15.428571	0	0	0	0	0	0	0	0	0	104	0	0	112	0	0
Arid4a	15.428571	0	0	0	0	0	0	0	0	0	113	103	0	0	0	0
Skida1	15.357143	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0
Nudt22	15.357143	0	0	0	0	0	0	0	0	0	118	97	0	0	0	0
Mknk1	15.357143	0	0	0	0	0	0	0	0	0	94	121	0	0	0	0
Sgpl1	15.285714	0	0	0	0	0	0	0	0	0	0	0	0	112	102	0
Phactr4	15.285714	0	0	0	0	0	0	0	0	0	112	102	0	0	0	0
Lrif1	15.285714	0	0	0	0	0	0	0	0	0	114	100	0	0	0	0
Ulk1	15.214286	0	0	0	0	0	0	0	0	0	106	107	0	0	0	0
Slc25a37	15.214286	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0
Senp8	15.214286	0	0	0	0	0	0	0	0	0	93	120	0	0	0	0
Pus7l	15.214286	0	0	0	0	0	0	0	0	0	125	88	0	0	0	0
Myo9a	15.214286	0	0	0	0	0	0	0	0	0	93	120	0	0	0	0
Irak4	15.214286	0	0	0	0	0	0	0	0	0	125	88	0	0	0	0
1810030O07Rik	15.214286	0	0	0	0	0	0	0	0	0	108	105	0	0	0	0
Tcp11l2	15.142857	0	0	0	0	0	0	0	0	0	0	91	121	0	0	0
Paip2b	15.142857	0	0	0	0	0	0	0	0	0	123	89	0	0	0	0
Idh2	15.142857	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
Gm13290	15.142857	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
Gm13289	15.142857	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
Ctnnd1	15.142857	0	0	0	0	0	0	0	0	0	0	0	0	90	122	0
Bard1	15.142857	0	0	0	0	0	0	0	0	0	130	82	0	0	0	0
Ubn1	15.071429	0	0	0	0	0	0	0	0	0	130	81	0	0	0	0
Ube2n	15.071429	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Smarca5	15.071429	0	0	0	0	0	0	0	0	0	135	76	0	0	0	0
Rps26	15.071429	0	0	0	0	0	0	0	0	0	151	60	0	0	0	0
Rap1a	15.071429	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Pds5b	15.071429	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
Mtss2	15.071429	0	0	0	0	0	0	0	0	0	0	76	0	135	0	0
Lrch2	15.071429	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Glyr1	15.071429	0	0	0	0	0	0	0	0	0	130	81	0	0	0	0
Dus4l	15.071429	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Cog5	15.071429	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0
Trhr2	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0
Slc9a3r1	15.000000	0	0	0	0	0	0	0	0	0	118	92	0	0	0	0
Rccd1	15.000000	0	0	0	0	0	0	0	0	0	0	0	0	98	112	0
Acadm	15.000000	0	0	0	0	0	0	0	0	0	133	77	0	0	0	0
Zcchc7	14.928571	0	0	0	0	0	0	0	0	0	127	82	0	0	0	0
Yap1	14.928571	0	0	0	0	0	0	0	0	0	117	92	0	0	0	0
Pef1	14.928571	0	0	0	0	0	0	0	0	0	131	78	0	0	0	0
Lap3	14.928571	0	0	0	0	0	0	0	0	0	117	92	0	0	0	0
Dcaf11	14.928571	0	0	0	0	0	0	0	0	0	58	0	0	151	0	0
Zfp91	14.857143	0	0	0	0	0	0	0	0	0	129	79	0	0	0	0
Vmac	14.857143	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0
Slc25a32	14.857143	0	0	0	0	0	0	0	0	0	87	121	0	0	0	0
Ric8b	14.857143	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0
